#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 10:31:07 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.813	581	57.838	446
57.863	572	57.889	458
57.914	559	57.940	478
57.964	540	57.990	503
58.016	517	58.041	532
58.066	491	58.091	563
58.117	464	58.142	596
58.167	437	58.193	627
58.218	412	58.244	657
58.268	390	58.294	682
58.320	371	58.345	702
58.370	359	58.395	714
58.421	353	58.447	721
58.471	351	58.497	720
58.522	357	58.548	711
58.573	369	58.598	696
58.624	385	58.649	675
58.674	406	58.700	649
58.725	431	58.751	619
58.775	457	58.801	587
58.827	484	58.852	554
58.877	510	58.902	524
58.928	534	58.953	496
58.978	553	59.004	473
59.029	569	59.055	456
59.079	578	59.105	446
59.131	582	59.156	443
59.181	581	59.206	447
59.232	572	59.258	459
59.282	558	59.308	478
59.333	539	59.359	501
59.384	517	59.409	529
59.435	491	59.460	560
59.485	465	59.511	593
59.536	439	59.562	624
59.586	414	59.612	653
59.638	391	59.663	678
59.688	373	59.713	698
59.739	361	59.764	711
59.789	354	59.815	717
59.840	353	59.866	718
59.890	358	59.916	709
59.942	370	59.967	695
59.992	386	60.017	675
60.043	407	60.069	649
60.093	431	60.119	620
60.144	457	60.170	589
60.195	483	60.220	557
60.246	508	60.271	526
60.296	532	60.322	499
60.347	552	60.373	476
60.397	567	60.423	460
60.449	576	60.474	450
60.499	581	60.524	446
60.550	579	60.576	450
60.600	571	60.626	461
60.651	558	60.677	478
60.701	539	60.727	501
