#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar  7 10:31:07 2019
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
4.740	524	4.766	672
4.790	469	4.816	621
4.842	414	4.867	569
4.892	361	4.917	518
4.943	312	4.969	473
4.993	271	5.019	435
5.044	237	5.070	404
5.095	210	5.120	384
5.146	197	5.171	377
5.196	210	5.222	382
5.247	229	5.273	397
5.297	256	5.323	424
5.349	292	5.374	459
5.399	339	5.424	502
5.450	392	5.476	551
5.500	445	5.526	602
5.551	498	5.577	654
5.601	551	5.627	703
5.653	597	5.678	749
5.703	637	5.728	786
5.754	667	5.780	815
5.804	687	5.830	833
5.855	694	5.881	841
5.906	688	5.931	836
5.957	672	5.982	823
6.007	645	6.033	798
6.058	608	6.084	764
6.108	565	6.134	721
6.160	513	6.185	673
6.210	460	6.235	622
6.261	407	6.287	571
6.311	355	6.337	521
6.362	309	6.388	476
6.413	269	6.438	436
6.464	237	6.489	405
6.514	215	6.539	385
6.565	207	6.591	378
6.615	220	6.641	382
6.666	238	6.692	397
6.717	265	6.742	423
6.768	303	6.793	458
6.819	348	6.844	500
6.869	399	6.895	549
6.920	451	6.945	600
6.971	504	6.996	652
7.022	554	7.046	702
7.072	599	7.098	747
7.123	636	7.148	785
7.173	665	7.199	815
7.225	682	7.249	834
7.275	687	7.300	841
7.326	680	7.350	836
7.376	663	7.402	823
7.427	636	7.452	799
7.477	599	7.503	764
7.529	555	7.553	723
7.579	505	7.604	674
7.630	453	7.655	623
7.680	400	7.706	570
7.731	351	7.756	521
7.782	306	7.807	475
7.833	269	7.857	436
7.883	240	7.909	405
7.934	220	7.959	384
7.984	216	8.010	377
8.036	229	8.060	381
8.086	247	8.111	396
8.137	273	8.161	422
8.187	312	8.213	457
8.238	356	8.263	500
8.288	406	8.314	547
8.340	457	8.364	600
8.390	508	8.415	651
8.441	556	8.466	702
8.491	599	8.517	747
8.542	634	8.567	786
8.593	661	8.618	815
8.644	676	8.668	834
8.694	679	8.720	841
8.745	672	8.770	837
8.795	654	8.821	824
8.847	625	8.871	799
8.897	589	8.922	765
8.948	545	8.973	722
8.998	496	9.024	675
9.049	446	9.074	623
9.099	396	9.125	571
9.151	348	9.175	520
9.201	306	9.226	474
9.252	271	9.277	435
9.302	244	9.328	404
9.353	227	9.378	383
9.404	226	9.429	376
9.455	238	9.479	380
9.505	256	9.531	395
9.556	284	9.581	421
9.606	321	9.632	457
9.658	365	9.682	500
9.708	413	9.733	548
9.759	463	9.784	600
9.809	512	9.835	653
9.860	558	9.886	704
9.910	599	9.936	748
9.962	632	9.987	787
10.012	656	10.037	817
10.063	670	10.089	835
10.113	671	10.139	842
10.164	663	10.190	838
10.215	645	10.240	824
10.266	616	10.291	800
10.316	580	10.342	765
10.367	537	10.393	722
10.417	490	10.443	673
10.469	441	10.494	621
10.519	392	10.544	569
10.570	347	10.596	518
10.620	307	10.646	471
10.671	273	10.697	432
10.721	249	10.747	402
10.773	235	10.798	381
10.823	237	10.848	374
10.874	247	10.900	379
10.924	266	10.950	394
10.975	293	11.001	421
11.026	330	11.051	457
11.077	373	11.102	501
11.127	420	11.153	550
11.178	468	11.204	602
11.228	515	11.254	654
11.280	559	11.305	706
11.330	597	11.355	751
11.381	629	11.407	789
11.431	651	11.457	818
11.482	663	11.508	837
11.533	663	11.558	843
11.584	654	11.609	839
11.634	635	11.659	825
11.685	607	11.711	799
11.735	571	11.761	764
11.786	529	11.812	721
11.837	484	11.862	671
11.888	437	11.913	619
11.938	390	11.964	566
11.989	347	12.015	514
12.039	309	12.065	469
12.091	277	12.116	430
12.141	255	12.166	399
12.192	244	12.218	379
12.242	245	12.268	372
12.293	257	12.319	378
12.344	276	12.369	394
12.395	303	12.420	421
12.445	339	12.470	459
12.496	381	12.522	502
12.546	426	12.572	552
12.597	472	12.623	605
12.648	517	12.673	658
12.699	559	12.724	708
12.750	596	12.775	754
12.800	625	12.826	793
12.851	646	12.876	821
12.902	655	12.927	839
12.953	655	12.977	845
13.003	646	13.029	839
13.054	627	13.079	825
13.104	599	13.130	798
13.156	564	13.180	762
13.206	523	13.231	718
13.257	479	13.281	668
13.307	434	13.333	614
13.358	389	13.383	561
13.408	348	13.434	511
13.460	312	13.484	465
13.510	282	13.535	426
13.561	262	13.586	395
13.611	252	13.637	377
13.662	255	13.687	371
13.713	266	13.738	376
13.764	285	13.788	394
13.814	312	13.840	423
13.865	347	13.890	460
13.915	388	13.941	506
13.967	432	13.991	556
14.017	475	14.042	609
14.068	518	14.093	662
14.118	559	14.144	713
14.169	593	14.194	758
14.219	621	14.245	796
14.271	639	14.295	824
14.321	648	14.346	841
14.372	647	14.397	846
14.422	638	14.448	839
14.473	618	14.498	824
14.524	591	14.549	797
14.575	557	14.599	759
14.625	518	14.651	715
14.676	475	14.701	664
14.726	432	14.752	610
14.778	390	14.802	557
14.828	350	14.853	506
14.879	316	14.904	460
14.929	288	14.955	422
14.980	270	15.005	392
15.030	262	15.056	374
15.082	264	15.106	370
15.132	275	15.157	376
15.183	294	15.208	395
15.233	320	15.259	424
15.284	354	15.309	463
15.335	394	15.360	509
15.386	435	15.410	560
15.436	477	15.462	614
15.487	519	15.512	667
15.537	557	15.563	718
15.589	589	15.613	763
15.639	616	15.664	800
15.690	633	15.715	827
15.740	641	15.766	844
15.791	639	15.817	846
15.841	630	15.867	839
15.893	611	15.918	823
15.943	584	15.968	795
15.994	551	16.020	756
16.044	513	16.070	710
16.095	473	16.121	658
16.146	431	16.171	605
16.197	390	16.222	551
16.247	353	16.273	500
16.298	320	16.324	455
16.348	295	16.374	417
16.400	278	16.425	389
16.450	270	16.475	371
16.501	272	16.527	369
16.551	283	16.577	377
16.602	302	16.628	397
16.653	327	16.678	427
16.704	360	16.729	467
16.754	398	16.779	514
16.805	438	16.831	565
16.855	478	16.881	619
16.906	519	16.932	673
16.957	555	16.982	723
17.008	586	17.033	767
17.058	609	17.084	804
17.109	628	17.135	830
17.159	633	17.185	845
17.211	632	17.236	847
17.261	623	17.286	838
17.312	605	17.338	820
17.362	579	17.388	791
17.413	547	17.439	751
17.464	510	17.489	704
17.515	471	17.540	653
17.565	431	17.590	598
17.616	392	17.642	545
17.666	356	17.692	494
17.717	325	17.743	450
17.768	301	17.793	413
17.819	285	17.844	386
17.869	278	17.895	370
17.920	280	17.946	369
17.970	291	17.996	379
18.022	309	18.047	400
18.072	334	18.097	432
18.123	366	18.149	472
18.173	402	18.199	520
18.224	441	18.250	572
18.275	479	18.300	626
18.326	518	18.351	679
18.376	552	18.401	729
18.427	582	18.453	772
18.477	606	18.503	808
18.528	620	18.554	832
18.579	627	18.604	846
18.630	626	18.655	846
18.680	617	18.706	836
18.731	599	18.757	817
18.781	574	18.807	785
18.833	543	18.858	746
18.883	508	18.908	698
18.934	471	18.960	644
18.984	432	19.010	591
19.035	394	19.061	538
19.086	360	19.111	488
19.137	331	19.162	444
19.187	307	19.213	409
19.238	292	19.264	383
19.288	286	19.314	370
19.339	288	19.365	369
19.390	298	19.415	380
19.441	315	19.466	404
19.492	339	19.517	438
19.542	370	19.568	479
19.593	405	19.618	527
19.644	442	19.669	578
19.695	478	19.719	633
19.745	516	19.771	686
19.796	549	19.821	735
19.846	578	19.872	777
19.898	600	19.922	811
19.948	615	19.973	834
19.999	621	20.024	846
20.049	620	20.075	844
20.100	612	20.125	834
20.150	594	20.176	811
20.202	570	20.226	779
20.252	541	20.277	738
20.303	506	20.328	690
20.353	471	20.379	637
20.404	434	20.429	583
20.455	397	20.480	530
20.506	364	20.530	481
20.556	335	20.582	439
20.607	313	20.632	405
20.657	298	20.683	380
20.709	293	20.733	370
20.759	294	20.784	372
20.810	303	20.835	384
20.860	321	20.886	409
20.911	344	20.936	444
20.961	373	20.987	485
21.013	407	21.037	534
21.063	442	21.088	587
21.114	479	21.139	641
21.164	514	21.190	693
21.215	546	21.240	741
21.266	574	21.291	782
21.317	595	21.341	814
21.367	610	21.393	835
21.418	617	21.443	845
21.468	616	21.494	842
21.520	607	21.544	830
21.570	591	21.595	807
21.621	568	21.646	773
21.671	539	21.697	731
21.722	507	21.747	682
21.773	471	21.798	629
21.824	435	21.848	575
21.874	401	21.899	523
21.925	368	21.950	476
21.975	340	22.001	435
22.026	318	22.051	402
22.077	304	22.102	380
22.128	298	22.152	371
22.178	299	22.204	374
22.229	308	22.254	388
22.279	324	22.305	415
22.331	347	22.355	451
22.381	375	22.406	494
22.432	407	22.457	543
22.482	443	22.508	595
22.533	477	22.559	649
22.584	511	22.609	700
22.635	544	22.660	746
22.685	570	22.710	786
22.736	592	22.762	815
22.786	606	22.812	836
22.837	612	22.863	843
22.888	612	22.913	838
22.939	603	22.964	825
22.989	587	23.015	800
23.040	565	23.066	764
23.090	538	23.116	722
23.142	506	23.167	673
23.192	472	23.217	620
23.243	438	23.269	567
23.293	403	23.319	516
23.344	372	23.370	470
23.395	344	23.420	431
23.446	324	23.471	399
23.496	309	23.521	380
23.547	303	23.573	373
23.597	303	23.623	379
23.648	312	23.674	394
23.699	328	23.724	422
23.750	349	23.775	459
23.800	376	23.826	503
23.851	408	23.877	552
23.901	441	23.927	604
23.953	476	23.978	656
24.003	509	24.028	706
24.054	540	24.080	751
24.104	566	24.130	789
24.155	588	24.181	818
24.206	602	24.231	834
24.257	608	24.282	839
24.307	609	24.333	834
24.358	601	24.384	819
24.408	586	24.434	793
24.459	564	24.485	757
24.510	538	24.535	713
24.561	506	24.586	664
24.611	474	24.637	611
24.662	439	24.688	559
24.712	406	24.738	510
24.764	375	24.789	465
24.814	349	24.839	428
24.865	327	24.891	399
24.915	313	24.941	381
24.966	306	24.992	377
25.017	306	25.042	383
25.068	314	25.093	401
25.118	329	25.144	431
25.169	350	25.195	467
25.219	377	25.245	511
25.270	407	25.296	560
25.321	441	25.346	612
25.372	474	25.397	664
25.422	508	25.448	712
25.473	537	25.499	755
25.523	565	25.549	791
25.575	585	25.600	818
25.625	599	25.650	833
25.676	606	25.702	835
25.726	607	25.752	829
25.777	599	25.803	812
25.828	584	25.853	784
25.879	564	25.904	748
25.929	538	25.955	703
25.980	507	26.006	655
26.030	475	26.056	603
26.081	441	26.107	552
26.132	408	26.157	504
26.183	378	26.208	461
26.233	352	26.259	425
26.284	330	26.310	399
26.334	316	26.360	384
26.386	309	26.411	382
26.436	309	26.461	388
26.487	316	26.513	408
26.537	331	26.563	438
26.588	351	26.614	476
26.639	377	26.664	520
26.690	408	26.715	569
26.740	441	26.766	620
26.791	473	26.817	670
26.841	505	26.867	717
26.893	536	26.918	759
26.943	562	26.968	792
26.994	583	27.019	817
27.044	598	27.070	830
27.095	605	27.121	831
27.145	605	27.171	823
27.197	598	27.222	804
27.247	584	27.272	775
27.298	564	27.324	738
27.348	539	27.374	694
27.399	508	27.425	645
27.450	476	27.475	595
27.501	443	27.526	545
27.551	411	27.577	499
27.602	380	27.628	458
27.652	354	27.678	425
27.704	333	27.729	401
27.754	318	27.779	387
27.805	311	27.830	387
27.855	310	27.881	396
27.906	317	27.932	416
27.956	332	27.982	447
28.008	352	28.033	486
28.058	378	28.083	529
28.109	408	28.135	578
28.159	439	28.185	628
28.210	472	28.236	676
28.261	504	28.286	722
28.312	535	28.337	761
28.362	562	28.388	793
28.413	582	28.439	814
28.463	596	28.489	826
28.515	604	28.540	825
28.565	605	28.590	816
28.616	598	28.641	795
28.666	584	28.692	767
28.717	564	28.743	728
28.767	539	28.793	685
28.819	509	28.844	637
28.869	478	28.894	588
28.920	445	28.946	540
28.970	411	28.996	494
29.021	381	29.047	456
29.072	355	29.097	424
29.123	335	29.148	402
29.173	319	29.199	392
29.224	312	29.250	392
29.274	311	29.300	403
29.326	318	29.351	426
29.376	332	29.401	456
29.427	352	29.453	494
29.477	377	29.503	538
29.528	407	29.554	586
29.578	439	29.604	635
29.630	471	29.655	682
29.680	504	29.705	725
29.731	535	29.757	763
29.781	560	29.807	791
29.832	582	29.858	812
29.883	597	29.908	820
29.934	604	29.959	818
29.984	605	30.010	808
30.035	599	30.061	787
30.085	585	30.111	757
30.137	565	30.162	719
30.187	540	30.212	675
30.238	510	30.264	629
30.288	478	30.314	580
30.339	445	30.365	534
30.389	413	30.415	491
30.441	382	30.466	455
30.491	356	30.516	425
30.542	335	30.568	406
30.592	320	30.618	397
30.643	313	30.669	400
30.694	312	30.719	411
30.745	319	30.770	434
30.795	333	30.821	465
30.846	352	30.872	504
30.896	378	30.922	547
30.948	407	30.973	594
30.998	440	31.023	641
31.049	472	31.075	686
31.099	504	31.125	727
31.150	536	31.176	762
31.200	561	31.226	790
31.252	583	31.277	807
31.302	597	31.327	813
31.353	605	31.379	811
31.403	606	31.429	800
31.454	599	31.480	777
31.505	585	31.530	746
31.556	565	31.581	709
31.606	540	31.632	667
31.657	510	31.683	621
31.707	478	31.733	574
31.759	446	31.784	530
31.809	413	31.834	489
31.860	382	31.886	454
31.910	356	31.936	428
31.961	334	31.987	410
32.011	319	32.037	403
32.063	312	32.088	407
32.114	312	32.138	420
32.164	319	32.190	444
32.215	333	32.240	475
32.265	353	32.291	513
32.317	379	32.341	555
32.367	408	32.392	600
32.418	440	32.443	646
32.468	474	32.494	689
32.519	507	32.544	729
32.570	537	32.595	762
32.621	562	32.645	787
32.671	584	32.697	803
32.722	599	32.747	807
32.772	606	32.798	804
32.824	607	32.848	791
32.874	600	32.899	769
32.925	586	32.949	738
32.975	565	33.001	701
33.026	540	33.051	659
33.076	510	33.102	614
33.128	477	33.152	569
33.178	445	33.203	526
33.229	411	33.254	488
33.279	380	33.305	455
33.330	355	33.355	431
33.381	333	33.406	415
33.432	318	33.456	410
33.482	312	33.508	415
33.533	311	33.558	429
33.583	319	33.609	453
33.635	333	33.659	484
33.685	353	33.710	521
33.736	379	33.760	562
33.786	410	33.812	607
33.837	442	33.862	650
33.887	475	33.913	692
33.939	508	33.963	729
33.989	538	34.014	761
34.040	565	34.065	783
34.090	586	34.116	797
34.141	600	34.166	801
34.192	607	34.217	796
34.243	608	34.267	783
34.293	601	34.319	759
34.344	586	34.369	729
34.394	565	34.420	692
34.446	539	34.470	652
34.496	510	34.521	608
34.547	476	34.571	565
34.597	443	34.623	524
34.648	410	34.673	486
34.698	379	34.724	456
34.750	352	34.774	434
34.800	331	34.825	421
34.851	317	34.876	417
34.901	311	34.927	423
34.952	310	34.977	438
35.003	318	35.028	462
35.054	334	35.079	492
35.104	354	35.130	529
35.155	380	35.181	569
35.205	411	35.231	612
35.257	444	35.282	654
35.307	477	35.332	694
35.358	510	35.384	729
35.408	541	35.434	759
35.459	568	35.485	779
35.509	588	35.535	790
35.561	602	35.586	792
35.611	609	35.636	788
35.662	608	35.688	774
35.712	602	35.738	751
35.763	586	35.789	721
35.814	564	35.839	685
35.865	538	35.890	645
35.915	507	35.941	604
35.966	474	35.992	562
36.016	440	36.042	523
36.068	407	36.093	489
36.118	376	36.143	460
36.169	350	36.195	439
36.219	329	36.245	427
36.270	315	36.296	424
36.320	309	36.346	431
36.372	310	36.397	446
36.422	318	36.447	470
36.473	334	36.499	499
36.523	356	36.549	536
36.574	383	36.600	575
36.625	414	36.650	615
36.676	448	36.701	656
36.726	481	36.752	694
36.777	515	36.803	728
36.827	545	36.853	755
36.879	571	36.904	774
36.929	591	36.954	784
36.980	605	37.006	786
37.030	610	37.056	781
37.081	609	37.107	766
37.131	601	37.157	743
37.183	585	37.208	713
37.233	563	37.258	678
37.284	536	37.310	640
37.334	504	37.360	600
37.385	471	37.411	560
37.436	437	37.461	523
37.487	403	37.512	489
37.537	373	37.563	463
37.588	347	37.614	444
37.638	327	37.664	433
37.690	314	37.715	431
37.740	308	37.765	437
37.791	310	37.817	454
37.841	319	37.867	476
37.892	336	37.918	507
37.942	358	37.968	542
37.994	386	38.019	579
38.044	418	38.069	618
38.095	451	38.121	657
38.145	485	38.171	693
38.196	518	38.222	725
38.247	549	38.272	752
38.298	574	38.323	769
38.349	594	38.374	778
38.399	607	38.425	779
38.450	612	38.475	773
38.501	611	38.526	758
38.552	601	38.576	735
38.602	584	38.628	707
38.653	561	38.678	673
38.703	533	38.729	635
38.755	501	38.779	597
38.805	467	38.830	559
38.856	432	38.880	524
38.906	400	38.932	492
38.957	370	38.982	466
39.007	344	39.033	449
39.059	324	39.083	440
39.109	312	39.134	438
39.160	308	39.185	445
39.210	310	39.236	461
39.261	320	39.286	483
39.312	337	39.337	513
39.363	361	39.387	546
39.413	390	39.439	583
39.464	421	39.489	621
39.514	456	39.540	658
39.566	490	39.590	691
39.616	523	39.641	722
39.667	553	39.691	746
39.717	578	39.743	764
39.768	597	39.793	772
39.818	608	39.844	773
39.870	613	39.894	766
39.920	610	39.945	751
39.971	600	39.996	729
40.021	582	40.047	701
40.072	558	40.097	668
40.123	529	40.148	632
40.174	496	40.198	595
40.224	463	40.250	559
40.275	429	40.300	525
40.325	396	40.351	496
40.377	366	40.401	472
40.427	341	40.452	455
40.478	322	40.502	446
40.528	311	40.554	444
40.579	307	40.604	452
40.629	311	40.655	467
