Source,CH1
Second,Volt
-0.89647993750,-0.12800,
-0.89644000000,-0.11800,
-0.89640000000,-0.12400,
-0.89636000000,-0.12400,
-0.89632000000,-0.10200,
-0.89628000000,-0.10200,
-0.89624000000,-0.11400,
-0.89620000000,-0.10600,
-0.89616000000,-0.10800,
-0.89611993750,-0.10200,
-0.89607993750,-0.09200,
-0.89603993750,-0.08000,
-0.89599993750,-0.07000,
-0.89596000000,-0.06600,
-0.89592000000,-0.06200,
-0.89588000000,-0.05200,
-0.89584000000,-0.04800,
-0.89580000000,-0.04800,
-0.89576000000,-0.03800,
-0.89572000000,-0.03200,
-0.89567993750,-0.02200,
-0.89563993750,-0.02000,
-0.89559993750,-0.00800,
-0.89555993750,0.00200,
-0.89552000000,0.00800,
-0.89548000000,0.01800,
-0.89544000000,0.03000,
-0.89540000000,0.04200,
-0.89536000000,0.05000,
-0.89532000000,0.06800,
-0.89528000000,0.06200,
-0.89523993750,0.05000,
-0.89519993750,0.06600,
-0.89515993750,0.08400,
-0.89511993750,0.07600,
-0.89508000000,0.08200,
-0.89504000000,0.09600,
-0.89500000000,0.10600,
-0.89496000000,0.09400,
-0.89492000000,0.11200,
-0.89488000000,0.13000,
-0.89484000000,0.11200,
-0.89479993750,0.11000,
-0.89475993750,0.12200,
-0.89471993750,0.12400,
-0.89467993750,0.11600,
-0.89464000000,0.11600,
-0.89460000000,0.13600,
-0.89456000000,0.13400,
-0.89452000000,0.12400,
-0.89448000000,0.14400,
-0.89444000000,0.15000,
-0.89440000000,0.13800,
-0.89436000000,0.12600,
-0.89431993750,0.12000,
-0.89427993750,0.12400,
-0.89423993750,0.11000,
-0.89419993750,0.11800,
-0.89416000000,0.13600,
-0.89412000000,0.11000,
-0.89408000000,0.10600,
-0.89404000000,0.11400,
-0.89400000000,0.10600,
-0.89396000000,0.09000,
-0.89392000000,0.08600,
-0.89387993750,0.09200,
-0.89383993750,0.07400,
-0.89379993750,0.05600,
-0.89375993750,0.06800,
-0.89372000000,0.06200,
-0.89368000000,0.04600,
-0.89364000000,0.04400,
-0.89360000000,0.05000,
-0.89356000000,0.04200,
-0.89352000000,0.01400,
-0.89348000000,0.02600,
-0.89343993750,0.02600,
-0.89339993750,-0.00200,
-0.89335993750,-0.01000,
-0.89331993750,-0.00600,
-0.89328000000,-0.02200,
-0.89324000000,-0.04200,
-0.89320000000,-0.03800,
-0.89316000000,-0.03400,
-0.89312000000,-0.06000,
-0.89308000000,-0.06200,
-0.89304000000,-0.05800,
-0.89300000000,-0.05600,
-0.89295993750,-0.09000,
-0.89291993750,-0.08800,
-0.89287993750,-0.08800,
-0.89283993750,-0.10600,
-0.89280000000,-0.11400,
-0.89276000000,-0.10200,
-0.89272000000,-0.09800,
-0.89268000000,-0.11800,
-0.89264000000,-0.10800,
-0.89260000000,-0.10200,
-0.89256000000,-0.11600,
-0.89251993750,-0.13000,
-0.89247993750,-0.12800,
-0.89243993750,-0.09600,
-0.89239993750,-0.14600,
-0.89236000000,-0.14800,
-0.89232000000,-0.12600,
-0.89228000000,-0.12800,
-0.89224000000,-0.13800,
-0.89220000000,-0.12400,
-0.89216000000,-0.12400,
-0.89212000000,-0.12800,
-0.89207993750,-0.13600,
-0.89203993750,-0.12600,
-0.89199993750,-0.12200,
-0.89195993750,-0.13200,
-0.89192000000,-0.12400,
-0.89188000000,-0.10200,
-0.89184000000,-0.10400,
-0.89180000000,-0.10800,
-0.89176000000,-0.08600,
-0.89172000000,-0.08000,
-0.89168000000,-0.08800,
-0.89163993750,-0.08600,
-0.89159993750,-0.05400,
-0.89155993750,-0.06000,
-0.89151993750,-0.07000,
-0.89148000000,-0.05000,
-0.89144000000,-0.04400,
-0.89140000000,-0.04600,
-0.89136000000,-0.03400,
-0.89132000000,-0.01400,
-0.89128000000,-0.01000,
-0.89124000000,-0.01600,
-0.89120000000,0.00400,
-0.89115993750,0.02600,
-0.89111993750,0.01400,
-0.89107993750,0.02000,
-0.89103993750,0.03000,
-0.89100000000,0.03800,
-0.89096000000,0.03000,
-0.89092000000,0.04400,
-0.89088000000,0.06800,
-0.89084000000,0.06200,
-0.89080000000,0.06600,
-0.89076000000,0.09200,
-0.89071993750,0.10200,
-0.89067993750,0.09200,
-0.89063993750,0.09800,
-0.89059993750,0.10400,
-0.89056000000,0.09600,
-0.89052000000,0.09400,
-0.89048000000,0.11400,
-0.89044000000,0.12400,
-0.89040000000,0.11600,
-0.89036000000,0.12000,
-0.89032000000,0.14000,
-0.89027993750,0.13400,
-0.89023993750,0.12400,
-0.89019993750,0.13000,
-0.89015993750,0.13400,
-0.89012000000,0.12200,
-0.89008000000,0.11400,
-0.89004000000,0.13200,
-0.89000000000,0.13000,
-0.88996000000,0.11800,
-0.88992000000,0.12800,
-0.88988000000,0.13800,
-0.88984000000,0.12200,
-0.88979993750,0.11600,
-0.88975993750,0.12200,
-0.88971993750,0.12200,
-0.88967993750,0.10000,
-0.88964000000,0.09400,
-0.88960000000,0.10800,
-0.88956000000,0.09400,
-0.88952000000,0.07800,
-0.88948000000,0.08600,
-0.88944000000,0.08600,
-0.88940000000,0.06200,
-0.88935993750,0.05400,
-0.88931993750,0.06200,
-0.88927993750,0.05200,
-0.88923993750,0.03000,
-0.88920000000,0.03400,
-0.88916000000,0.03000,
-0.88912000000,0.00800,
-0.88908000000,0.00200,
-0.88904000000,0.00400,
-0.88900000000,0.00200,
-0.88896000000,-0.02400,
-0.88891993750,-0.01600,
-0.88887993750,-0.00600,
-0.88883993750,-0.03000,
-0.88879993750,-0.03800,
-0.88876000000,-0.04200,
-0.88872000000,-0.06000,
-0.88868000000,-0.08200,
-0.88864000000,-0.08000,
-0.88860000000,-0.07600,
-0.88856000000,-0.08200,
-0.88852000000,-0.09800,
-0.88847993750,-0.09000,
-0.88843993750,-0.09000,
-0.88839993750,-0.10800,
-0.88835993750,-0.11000,
-0.88832000000,-0.11000,
-0.88828000000,-0.12000,
-0.88824000000,-0.13800,
-0.88820000000,-0.13400,
-0.88816000000,-0.12200,
-0.88812000000,-0.13600,
-0.88808000000,-0.13800,
-0.88804000000,-0.12400,
-0.88799993750,-0.12800,
-0.88795993750,-0.13200,
-0.88791993750,-0.13200,
-0.88787993750,-0.11800,
-0.88784000000,-0.13000,
-0.88780000000,-0.14600,
-0.88776000000,-0.12600,
-0.88772000000,-0.12800,
-0.88768000000,-0.13600,
-0.88764000000,-0.12400,
-0.88760000000,-0.10600,
-0.88755993750,-0.10600,
-0.88751993750,-0.12000,
-0.88747993750,-0.10200,
-0.88743993750,-0.08800,
-0.88740000000,-0.10800,
-0.88736000000,-0.09600,
-0.88732000000,-0.07800,
-0.88728000000,-0.08600,
-0.88724000000,-0.08800,
-0.88720000000,-0.07200,
-0.88716000000,-0.05600,
-0.88711993750,-0.06000,
-0.88707993750,-0.05200,
-0.88703993750,-0.02600,
-0.88699993750,-0.01800,
-0.88696000000,-0.02400,
-0.88692000000,-0.00400,
-0.88688000000,0.01000,
-0.88684000000,-0.00200,
-0.88680000000,-0.00200,
-0.88676000000,0.02200,
-0.88672000000,0.03400,
-0.88668000000,0.02400,
-0.88663993750,0.03600,
-0.88659993750,0.05800,
-0.88655993750,0.05600,
-0.88651993750,0.05400,
-0.88648000000,0.07000,
-0.88644000000,0.08000,
-0.88640000000,0.07000,
-0.88636000000,0.07000,
-0.88632000000,0.08800,
-0.88628000000,0.10200,
-0.88624000000,0.09400,
-0.88619993750,0.10800,
-0.88615993750,0.12000,
-0.88611993750,0.11800,
-0.88607993750,0.11800,
-0.88604000000,0.13600,
-0.88600000000,0.13200,
-0.88596000000,0.12000,
-0.88592000000,0.12400,
-0.88588000000,0.13600,
-0.88584000000,0.12800,
-0.88580000000,0.12400,
-0.88575993750,0.13800,
-0.88571993750,0.14400,
-0.88567993750,0.12200,
-0.88563993750,0.12200,
-0.88560000000,0.14200,
-0.88556000000,0.13000,
-0.88552000000,0.11000,
-0.88548000000,0.11800,
-0.88544000000,0.12000,
-0.88540000000,0.10200,
-0.88536000000,0.10000,
-0.88531993750,0.11600,
-0.88527993750,0.10600,
-0.88523993750,0.09000,
-0.88519993750,0.09400,
-0.88516000000,0.10800,
-0.88512000000,0.08400,
-0.88508000000,0.08400,
-0.88504000000,0.07800,
-0.88500000000,0.06400,
-0.88496000000,0.04000,
-0.88492000000,0.04600,
-0.88488000000,0.04600,
-0.88483993750,0.02600,
-0.88479993750,0.02000,
-0.88475993750,0.02600,
-0.88471993750,0.02200,
-0.88468000000,-0.01200,
-0.88464000000,0.00,
-0.88460000000,-0.00600,
-0.88456000000,-0.02400,
-0.88452000000,-0.04600,
-0.88448000000,-0.04200,
-0.88444000000,-0.04000,
-0.88439993750,-0.06000,
-0.88435993750,-0.06400,
-0.88431993750,-0.05600,
-0.88427993750,-0.06000,
-0.88424000000,-0.08200,
-0.88420000000,-0.06800,
-0.88416000000,-0.07400,
-0.88412000000,-0.09800,
-0.88408000000,-0.11200,
-0.88404000000,-0.09800,
-0.88400000000,-0.11000,
-0.88395993750,-0.12400,
-0.88391993750,-0.11600,
-0.88387993750,-0.10800,
-0.88383993750,-0.11600,
-0.88380000000,-0.13400,
-0.88376000000,-0.12400,
-0.88372000000,-0.12200,
-0.88368000000,-0.14000,
-0.88364000000,-0.13800,
-0.88360000000,-0.12000,
-0.88356000000,-0.13400,
-0.88352000000,-0.14200,
-0.88347993750,-0.13000,
-0.88343993750,-0.12400,
-0.88339993750,-0.13800,
-0.88335993750,-0.13400,
-0.88332000000,-0.11400,
-0.88328000000,-0.11000,
-0.88324000000,-0.12200,
-0.88320000000,-0.10000,
-0.88316000000,-0.09600,
-0.88312000000,-0.11200,
-0.88308000000,-0.10600,
-0.88303993750,-0.09000,
-0.88299993750,-0.09000,
-0.88295993750,-0.09200,
-0.88291993750,-0.07600,
-0.88288000000,-0.05600,
-0.88284000000,-0.07000,
-0.88280000000,-0.05600,
-0.88276000000,-0.04600,
-0.88272000000,-0.02600,
-0.88268000000,-0.05000,
-0.88264000000,-0.04400,
-0.88259993750,-0.02200,
-0.88255993750,-0.02600,
-0.88251993750,-0.02400,
-0.88247993750,0.01000,
-0.88244000000,0.02000,
-0.88240000000,0.01800,
-0.88236000000,0.03000,
-0.88232000000,0.05400,
-0.88228000000,0.05600,
-0.88224000000,0.04000,
-0.88220000000,0.05000,
-0.88215993750,0.06200,
-0.88211993750,0.05800,
-0.88207993750,0.06200,
-0.88203993750,0.09000,
-0.88200000000,0.09000,
-0.88196000000,0.08600,
-0.88192000000,0.09600,
-0.88188000000,0.11400,
-0.88184000000,0.10400,
-0.88180000000,0.09600,
-0.88176000000,0.11600,
-0.88172000000,0.11800,
-0.88167993750,0.10600,
-0.88163993750,0.12000,
-0.88159993750,0.13200,
-0.88155993750,0.13400,
-0.88152000000,0.12200,
-0.88148000000,0.13400,
-0.88144000000,0.14000,
-0.88140000000,0.13200,
-0.88136000000,0.13000,
-0.88132000000,0.14800,
-0.88128000000,0.13600,
-0.88123993750,0.11600,
-0.88119993750,0.12600,
-0.88115993750,0.12800,
-0.88111993750,0.11200,
-0.88108000000,0.11400,
-0.88104000000,0.12600,
-0.88100000000,0.12000,
-0.88096000000,0.10400,
-0.88092000000,0.11000,
-0.88088000000,0.10600,
-0.88084000000,0.09800,
-0.88079993750,0.08800,
-0.88075993750,0.07400,
-0.88071993750,0.07000,
-0.88067993750,0.06400,
-0.88064000000,0.05600,
-0.88060000000,0.05800,
-0.88056000000,0.05400,
-0.88052000000,0.04600,
-0.88048000000,0.04400,
-0.88044000000,0.03800,
-0.88040000000,0.02600,
-0.88036000000,0.01200,
-0.88031993750,0.00400,
-0.88027993750,-0.01000,
-0.88023993750,-0.01600,
-0.88020000000,-0.02400,
-0.88016000000,-0.02000,
-0.88012000000,-0.02800,
-0.88008000000,-0.03800,
-0.88004000000,-0.04400,
-0.88000000000,-0.05600,
-0.87996000000,-0.07800,
-0.87992000000,-0.07400,
-0.87987993750,-0.07600,
-0.87983993750,-0.09000,
-0.87979993750,-0.11000,
-0.87975993750,-0.09200,
-0.87972000000,-0.09000,
-0.87968000000,-0.11600,
-0.87964000000,-0.11200,
-0.87960000000,-0.09600,
-0.87956000000,-0.10800,
-0.87952000000,-0.12200,
-0.87948000000,-0.11200,
-0.87943993750,-0.11400,
-0.87939993750,-0.13800,
-0.87935993750,-0.14000,
-0.87931993750,-0.12400,
-0.87928000000,-0.12800,
-0.87924000000,-0.14000,
-0.87920000000,-0.13000,
-0.87916000000,-0.12200,
-0.87912000000,-0.13800,
-0.87908000000,-0.13600,
-0.87904000000,-0.11800,
-0.87899993750,-0.12400,
-0.87895993750,-0.13800,
-0.87891993750,-0.12400,
-0.87887993750,-0.11400,
-0.87884000000,-0.12400,
-0.87880000000,-0.11800,
-0.87876000000,-0.09600,
-0.87872000000,-0.08600,
-0.87868000000,-0.10000,
-0.87864000000,-0.08600,
-0.87860000000,-0.06400,
-0.87856000000,-0.07400,
-0.87851993750,-0.07800,
-0.87847993750,-0.06400,
-0.87843993750,-0.05800,
-0.87839993750,-0.06800,
-0.87836000000,-0.06000,
-0.87832000000,-0.03000,
-0.87828000000,-0.02000,
-0.87824000000,-0.03400,
-0.87820000000,-0.00600,
-0.87816000000,0.00800,
-0.87812000000,-0.00200,
-0.87807993750,0.00200,
-0.87803993750,0.02000,
-0.87799993750,0.02400,
-0.87795993750,0.01600,
-0.87792000000,0.03600,
-0.87788000000,0.06000,
-0.87784000000,0.05200,
-0.87780000000,0.05200,
-0.87776000000,0.08200,
-0.87772000000,0.08400,
-0.87768000000,0.07800,
-0.87763993750,0.08000,
-0.87759993750,0.10000,
-0.87755993750,0.09600,
-0.87751993750,0.08600,
-0.87748000000,0.11000,
-0.87744000000,0.12000,
-0.87740000000,0.10600,
-0.87736000000,0.11400,
-0.87732000000,0.13400,
-0.87728000000,0.13400,
-0.87724000000,0.11800,
-0.87720000000,0.13000,
-0.87715993750,0.14000,
-0.87711993750,0.11600,
-0.87707993750,0.12000,
-0.87704000000,0.13800,
-0.87700000000,0.13200,
-0.87696000000,0.12000,
-0.87692000000,0.12600,
-0.87688000000,0.15200,
-0.87684000000,0.12200,
-0.87680000000,0.12800,
-0.87676000000,0.13600,
-0.87671993750,0.13800,
-0.87667993750,0.11400,
-0.87663993750,0.11000,
-0.87659993750,0.11400,
-0.87656000000,0.10000,
-0.87652000000,0.09000,
-0.87648000000,0.10200,
-0.87644000000,0.09800,
-0.87640000000,0.07800,
-0.87636000000,0.08400,
-0.87632000000,0.08400,
-0.87627993750,0.07000,
-0.87623993750,0.04200,
-0.87619993750,0.04800,
-0.87615993750,0.04200,
-0.87612000000,0.02400,
-0.87608000000,0.01000,
-0.87604000000,0.04200,
-0.87600000000,0.02000,
-0.87596000000,-0.00400,
-0.87592000000,0.00600,
-0.87588000000,0.00600,
-0.87583993750,-0.01000,
-0.87579993750,-0.02800,
-0.87575993750,-0.03200,
-0.87571993750,-0.04400,
-0.87568000000,-0.05800,
-0.87564000000,-0.06600,
-0.87560000000,-0.05600,
-0.87556000000,-0.06200,
-0.87552000000,-0.08400,
-0.87548000000,-0.07400,
-0.87544000000,-0.08000,
-0.87540000000,-0.10000,
-0.87535993750,-0.10200,
-0.87531993750,-0.10000,
-0.87527993750,-0.11000,
-0.87523993750,-0.13000,
-0.87520000000,-0.12000,
-0.87516000000,-0.11400,
-0.87512000000,-0.13400,
-0.87508000000,-0.12800,
-0.87504000000,-0.11800,
-0.87500000000,-0.11800,
-0.87496000000,-0.13200,
-0.87491993750,-0.12600,
-0.87487993750,-0.11400,
-0.87483993750,-0.14000,
-0.87479993750,-0.13800,
-0.87476000000,-0.12800,
-0.87472000000,-0.13000,
-0.87468000000,-0.13600,
-0.87464000000,-0.13400,
-0.87460000000,-0.11600,
-0.87456000000,-0.12200,
-0.87452000000,-0.12200,
-0.87447993750,-0.11000,
-0.87443993750,-0.09800,
-0.87439993750,-0.11000,
-0.87435993750,-0.10600,
-0.87432000000,-0.08800,
-0.87428000000,-0.09800,
-0.87424000000,-0.09600,
-0.87420000000,-0.08400,
-0.87416000000,-0.06200,
-0.87412000000,-0.07000,
-0.87408000000,-0.06000,
-0.87404000000,-0.03600,
-0.87399993750,-0.03200,
-0.87395993750,-0.04400,
-0.87391993750,-0.03200,
-0.87388000000,-0.02400,
-0.87384000000,-0.02600,
-0.87380000000,-0.03000,
-0.87376000000,0.01000,
-0.87372000000,0.01800,
-0.87368000000,0.01000,
-0.87364000000,0.02600,
-0.87360000000,0.05000,
-0.87355993750,0.04600,
-0.87351993750,0.04000,
-0.87347993750,0.05600,
-0.87343993750,0.06800,
-0.87340000000,0.04600,
-0.87336000000,0.05800,
-0.87332000000,0.08200,
-0.87328000000,0.08600,
-0.87324000000,0.08400,
-0.87320000000,0.10200,
-0.87316000000,0.12000,
-0.87311993750,0.10600,
-0.87307993750,0.11400,
-0.87303993750,0.12400,
-0.87299993750,0.12200,
-0.87296000000,0.10400,
-0.87292000000,0.12000,
-0.87288000000,0.13600,
-0.87284000000,0.12400,
-0.87280000000,0.12600,
-0.87276000000,0.14800,
-0.87272000000,0.14200,
-0.87267993750,0.12400,
-0.87263993750,0.12600,
-0.87259993750,0.13800,
-0.87255993750,0.12400,
-0.87252000000,0.11200,
-0.87248000000,0.12600,
-0.87244000000,0.12600,
-0.87240000000,0.11200,
-0.87236000000,0.11400,
-0.87232000000,0.12200,
-0.87228000000,0.11600,
-0.87224000000,0.09400,
-0.87219993750,0.11400,
-0.87215993750,0.11600,
-0.87211993750,0.09600,
-0.87207993750,0.08200,
-0.87204000000,0.08400,
-0.87200000000,0.07600,
-0.87196000000,0.06000,
-0.87192000000,0.06400,
-0.87188000000,0.06600,
-0.87184000000,0.04800,
-0.87180000000,0.03400,
-0.87175993750,0.04600,
-0.87171993750,0.03000,
-0.87167993750,0.01400,
-0.87163993750,0.01000,
-0.87160000000,0.01000,
-0.87156000000,-0.01200,
-0.87152000000,-0.03000,
-0.87148000000,-0.02200,
-0.87144000000,-0.01800,
-0.87140000000,-0.03800,
-0.87136000000,-0.04400,
-0.87131993750,-0.02600,
-0.87127993750,-0.05000,
-0.87123993750,-0.07200,
-0.87119993750,-0.06200,
-0.87116000000,-0.07200,
-0.87112000000,-0.09400,
-0.87108000000,-0.10200,
-0.87104000000,-0.08800,
-0.87100000000,-0.09400,
-0.87096000000,-0.11000,
-0.87092000000,-0.10600,
-0.87088000000,-0.09800,
-0.87083993750,-0.12000,
-0.87079993750,-0.12600,
-0.87075993750,-0.11600,
-0.87072000000,-0.12600,
-0.87068000000,-0.14600,
-0.87064000000,-0.14000,
-0.87060000000,-0.12000,
-0.87056000000,-0.13800,
-0.87052000000,-0.13600,
-0.87048000000,-0.12600,
-0.87044000000,-0.12000,
-0.87039993750,-0.13200,
-0.87035993750,-0.13200,
-0.87031993750,-0.11800,
-0.87027993750,-0.13400,
-0.87024000000,-0.14200,
-0.87020000000,-0.12600,
-0.87016000000,-0.11600,
-0.87012000000,-0.12200,
-0.87008000000,-0.11600,
-0.87004000000,-0.09800,
-0.87000000000,-0.10200,
-0.86995993750,-0.10800,
-0.86991993750,-0.09000,
-0.86987993750,-0.07600,
-0.86983993750,-0.08600,
-0.86980000000,-0.08400,
-0.86976000000,-0.06600,
-0.86972000000,-0.06200,
-0.86968000000,-0.06200,
-0.86964000000,-0.05600,
-0.86960000000,-0.03400,
-0.86956000000,-0.03200,
-0.86951993750,-0.03400,
-0.86947993750,-0.00400,
-0.86943993750,0.00800,
-0.86939993750,-0.00800,
-0.86936000000,0.00400,
-0.86932000000,0.02800,
-0.86928000000,0.02200,
-0.86924000000,0.01600,
-0.86920000000,0.03800,
-0.86916000000,0.05200,
-0.86912000000,0.04400,
-0.86908000000,0.05400,
-0.86903993750,0.08000,
-0.86899993750,0.08800,
-0.86895993750,0.07200,
-0.86891993750,0.08400,
-0.86888000000,0.09600,
-0.86884000000,0.07600,
-0.86880000000,0.08200,
-0.86876000000,0.10600,
-0.86872000000,0.11000,
-0.86868000000,0.10600,
-0.86864000000,0.12000,
-0.86859993750,0.13800,
-0.86855993750,0.12800,
-0.86851993750,0.13400,
-0.86847993750,0.13600,
-0.86844000000,0.13800,
-0.86840000000,0.11400,
-0.86836000000,0.12000,
-0.86832000000,0.14000,
-0.86828000000,0.13600,
-0.86824000000,0.13000,
-0.86820000000,0.13600,
-0.86815993750,0.14400,
-0.86811993750,0.12400,
-0.86807993750,0.11800,
-0.86803993750,0.12800,
-0.86800000000,0.12000,
-0.86796000000,0.10000,
-0.86792000000,0.10400,
-0.86788000000,0.11200,
-0.86784000000,0.09800,
-0.86780000000,0.08800,
-0.86776000000,0.10200,
-0.86771993750,0.09600,
-0.86767993750,0.07800,
-0.86763993750,0.08200,
-0.86759993750,0.09200,
-0.86756000000,0.06800,
-0.86752000000,0.05000,
-0.86748000000,0.05800,
-0.86744000000,0.04800,
-0.86740000000,0.02800,
-0.86736000000,0.02000,
-0.86732000000,0.03800,
-0.86728000000,0.01800,
-0.86723993750,-0.00400,
-0.86719993750,0.00,
-0.86715993750,-0.00200,
-0.86711993750,-0.02800,
-0.86708000000,-0.03000,
-0.86704000000,-0.03000,
-0.86700000000,-0.04200,
-0.86696000000,-0.06400,
-0.86692000000,-0.05800,
-0.86688000000,-0.05600,
-0.86684000000,-0.07400,
-0.86679993750,-0.08200,
-0.86675993750,-0.07000,
-0.86671993750,-0.07400,
-0.86667993750,-0.09800,
-0.86664000000,-0.09800,
-0.86660000000,-0.09000,
-0.86656000000,-0.12200,
-0.86652000000,-0.13000,
-0.86648000000,-0.12000,
-0.86644000000,-0.11600,
-0.86640000000,-0.13000,
-0.86635993750,-0.12600,
-0.86631993750,-0.11200,
-0.86627993750,-0.12800,
-0.86623993750,-0.13800,
-0.86620000000,-0.13000,
-0.86616000000,-0.12600,
-0.86612000000,-0.15200,
-0.86608000000,-0.15000,
-0.86604000000,-0.13600,
-0.86600000000,-0.13000,
-0.86596000000,-0.13600,
-0.86592000000,-0.12400,
-0.86587993750,-0.10800,
-0.86583993750,-0.12000,
-0.86579993750,-0.12200,
-0.86576000000,-0.10200,
-0.86572000000,-0.11400,
-0.86568000000,-0.12200,
-0.86564000000,-0.11000,
-0.86560000000,-0.09400,
-0.86556000000,-0.08600,
-0.86552000000,-0.08800,
-0.86548000000,-0.07200,
-0.86543993750,-0.07400,
-0.86539993750,-0.06600,
-0.86535993750,-0.05800,
-0.86531993750,-0.06000,
-0.86528000000,-0.04600,
-0.86524000000,-0.04400,
-0.86520000000,-0.03000,
-0.86516000000,-0.02800,
-0.86512000000,-0.02000,
-0.86508000000,-0.01400,
-0.86504000000,-0.00600,
-0.86499993750,0.00400,
-0.86495993750,0.01400,
-0.86491993750,0.02600,
-0.86487993750,0.04000,
-0.86484000000,0.04600,
-0.86480000000,0.05200,
-0.86476000000,0.05600,
-0.86472000000,0.05600,
-0.86468000000,0.06200,
-0.86464000000,0.06200,
-0.86460000000,0.08400,
-0.86455993750,0.07600,
-0.86451993750,0.08400,
-0.86447993750,0.10400,
-0.86443993750,0.11600,
-0.86440000000,0.10000,
-0.86436000000,0.10800,
-0.86432000000,0.12600,
-0.86428000000,0.11800,
-0.86424000000,0.09800,
-0.86420000000,0.11800,
-0.86416000000,0.12400,
-0.86412000000,0.11800,
-0.86407993750,0.12200,
-0.86403993750,0.14400,
-0.86399993750,0.13800,
-0.86395993750,0.12800,
-0.86392000000,0.14400,
-0.86388000000,0.14800,
-0.86384000000,0.12600,
-0.86380000000,0.12000,
-0.86376000000,0.12600,
-0.86372000000,0.13000,
-0.86368000000,0.11000,
-0.86363993750,0.12400,
-0.86359993750,0.12800,
-0.86355993750,0.11200,
-0.86351993750,0.10000,
-0.86348000000,0.11400,
-0.86344000000,0.11200,
-0.86340000000,0.08600,
-0.86336000000,0.08800,
-0.86332000000,0.09400,
-0.86328000000,0.07600,
-0.86324000000,0.05400,
-0.86319993750,0.07600,
-0.86315993750,0.06000,
-0.86311993750,0.04000,
-0.86307993750,0.03800,
-0.86304000000,0.06600,
-0.86300000000,0.04200,
-0.86296000000,0.02200,
-0.86292000000,0.02800,
-0.86288000000,0.02400,
-0.86284000000,-0.00600,
-0.86280000000,-0.01800,
-0.86276000000,-0.01600,
-0.86271993750,-0.02400,
-0.86267993750,-0.04000,
-0.86263993750,-0.04000,
-0.86260000000,-0.03800,
-0.86256000000,-0.05400,
-0.86252000000,-0.06200,
-0.86248000000,-0.06000,
-0.86244000000,-0.06600,
-0.86240000000,-0.10000,
-0.86236000000,-0.09400,
-0.86232000000,-0.09200,
-0.86227993750,-0.10800,
-0.86223993750,-0.11400,
-0.86219993750,-0.10400,
-0.86215993750,-0.09400,
-0.86212000000,-0.12200,
-0.86208000000,-0.11800,
-0.86204000000,-0.10400,
-0.86200000000,-0.11600,
-0.86196000000,-0.13400,
-0.86192000000,-0.13000,
-0.86188000000,-0.13000,
-0.86183993750,-0.14200,
-0.86179993750,-0.14600,
-0.86175993750,-0.12800,
-0.86171993750,-0.13200,
-0.86168000000,-0.13800,
-0.86164000000,-0.13200,
-0.86160000000,-0.12400,
-0.86156000000,-0.13000,
-0.86152000000,-0.13800,
-0.86148000000,-0.11800,
