Source,CH1
Second,Volt
-2.09279987500,-0.29264,
-2.09259987500,-0.19840,
-2.09239987500,-0.06944,
-2.09220000000,0.02976,
-2.09200000000,0.15872,
-2.09180000000,0.26288,
-2.09160000000,0.34224,
-2.09139987500,0.42160,
-2.09119987500,0.46128,
-2.09099987500,0.51584,
-2.09080000000,0.49600,
-2.09060000000,0.44640,
-2.09040000000,0.40672,
-2.09020000000,0.30256,
-2.08999987500,0.19840,
-2.08979987500,0.07936,
-2.08959987500,-0.05952,
-2.08940000000,-0.20336,
-2.08920000000,-0.33232,
-2.08900000000,-0.45136,
-2.08880000000,-0.51088,
-2.08859987500,-0.53568,
-2.08839987500,-0.49104,
-2.08819987500,-0.45136,
-2.08800000000,-0.38192,
-2.08780000000,-0.27776,
-2.08760000000,-0.18848,
-2.08740000000,-0.06944,
-2.08719987500,0.05952,
-2.08699987500,0.18352,
-2.08679987500,0.27776,
-2.08660012500,0.36704,
-2.08640000000,0.45632,
-2.08620000000,0.45632,
-2.08600000000,0.50096,
-2.08579987500,0.47616,
-2.08559987500,0.43648,
-2.08539987500,0.39680,
-2.08519987500,0.27776,
-2.08500000000,0.19840,
-2.08480000000,0.03968,
-2.08460000000,-0.09424,
-2.08440000000,-0.21328,
-2.08419987500,-0.36704,
-2.08399987500,-0.45136,
-2.08379987500,-0.52576,
-2.08360000000,-0.52576,
-2.08340000000,-0.48608,
-2.08320000000,-0.43648,
-2.08300000000,-0.37200,
-2.08279987500,-0.26784,
-2.08259987500,-0.16368,
-2.08239987500,-0.02480,
-2.08220000000,0.06944,
-2.08200000000,0.19840,
-2.08180000000,0.30256,
-2.08160000000,0.39184,
-2.08139987500,0.44640,
-2.08119987500,0.49600,
-2.08099987500,0.49600,
-2.08080000000,0.48608,
-2.08060000000,0.43152,
-2.08040000000,0.39184,
-2.08020000000,0.26288,
-2.07999987500,0.17360,
-2.07979987500,0.03968,
-2.07959987500,-0.10912,
-2.07940012500,-0.23808,
-2.07920000000,-0.38192,
-2.07900000000,-0.46128,
-2.07880000000,-0.53568,
-2.07859987500,-0.51584,
-2.07839987500,-0.48608,
-2.07819987500,-0.44640,
-2.07799987500,-0.34720,
-2.07780000000,-0.25296,
-2.07760000000,-0.13888,
-2.07740000000,-0.00992,
-2.07719987500,0.09424,
-2.07699987500,0.21328,
-2.07679987500,0.29264,
-2.07659987500,0.39184,
-2.07640000000,0.45632,
-2.07620000000,0.47616,
-2.07600000000,0.50096,
-2.07580000000,0.47616,
-2.07559987500,0.42160,
-2.07539987500,0.36704,
-2.07519987500,0.25296,
-2.07500000000,0.13392,
-2.07480000000,0.00,
-2.07460000000,-0.14880,
-2.07440000000,-0.27776,
-2.07419987500,-0.39680,
-2.07399987500,-0.48608,
-2.07379987500,-0.51584,
-2.07360000000,-0.51584,
-2.07340000000,-0.47120,
-2.07320000000,-0.43648,
-2.07300000000,-0.32736,
-2.07279987500,-0.22816,
-2.07259987500,-0.12400,
-2.07239987500,0.00496,
-2.07220000000,0.11904,
-2.07200000000,0.23808,
-2.07180000000,0.32736,
-2.07160000000,0.39184,
-2.07139987500,0.47120,
-2.07119987500,0.48608,
-2.07099987500,0.49600,
-2.07080012500,0.46128,
-2.07060000000,0.42160,
-2.07040000000,0.34224,
-2.07020000000,0.22816,
-2.06999987500,0.11904,
-2.06979987500,-0.02480,
-2.06959987500,-0.16368,
-2.06939987500,-0.28768,
-2.06920000000,-0.41168,
-2.06900000000,-0.50096,
-2.06880000000,-0.53568,
-2.06860000000,-0.51088,
-2.06839987500,-0.46128,
-2.06819987500,-0.42160,
-2.06799987500,-0.31744,
-2.06780000000,-0.21328,
-2.06760000000,-0.09920,
-2.06740000000,0.02976,
-2.06720000000,0.13392,
-2.06699987500,0.26288,
-2.06679987500,0.35216,
-2.06659987500,0.40672,
-2.06640000000,0.48608,
-2.06620000000,0.47616,
-2.06600000000,0.50096,
-2.06580000000,0.45632,
-2.06559987500,0.40672,
-2.06539987500,0.32736,
-2.06519987500,0.21328,
-2.06500000000,0.10416,
-2.06480000000,-0.03968,
-2.06460000000,-0.18848,
-2.06440000000,-0.31744,
-2.06419987500,-0.44640,
-2.06399987500,-0.51584,
-2.06379987500,-0.52576,
-2.06360012500,-0.51088,
-2.06340000000,-0.44640,
-2.06320000000,-0.38688,
-2.06300000000,-0.30256,
-2.06279987500,-0.18848,
-2.06259987500,-0.08432,
-2.06239987500,0.04464,
-2.06219987500,0.14384,
-2.06200000000,0.26288,
-2.06180000000,0.35712,
-2.06160000000,0.42160,
-2.06139987500,0.48608,
-2.06119987500,0.47616,
-2.06099987500,0.51088,
-2.06079987500,0.45632,
-2.06060000000,0.39184,
-2.06040000000,0.30752,
-2.06020000000,0.19840,
-2.06000000000,0.06944,
-2.05979987500,-0.06944,
-2.05959987500,-0.21328,
-2.05939987500,-0.31744,
-2.05920000000,-0.46128,
-2.05900000000,-0.51584,
-2.05880000000,-0.51584,
-2.05860000000,-0.49104,
-2.05839987500,-0.45136,
-2.05819987500,-0.38192,
-2.05799987500,-0.29264,
-2.05780000000,-0.17360,
-2.05760000000,-0.06944,
-2.05740000000,0.06944,
-2.05720000000,0.18352,
-2.05699987500,0.28768,
-2.05679987500,0.38192,
-2.05659987500,0.43152,
-2.05640000000,0.49600,
-2.05620000000,0.48608,
-2.05600000000,0.49600,
-2.05580000000,0.44640,
-2.05559987500,0.37200,
-2.05539987500,0.29264,
-2.05519987500,0.16368,
-2.05500012500,0.05456,
-2.05480000000,-0.08432,
-2.05460000000,-0.22816,
-2.05440000000,-0.34720,
-2.05419987500,-0.47616,
-2.05399987500,-0.50096,
-2.05379987500,-0.52576,
-2.05359987500,-0.49104,
-2.05340000000,-0.43648,
-2.05320000000,-0.37200,
-2.05300000000,-0.24304,
-2.05280000000,-0.16368,
-2.05259987500,-0.02480,
-2.05239987500,0.07936,
-2.05219987500,0.19840,
-2.05200000000,0.30752,
-2.05180000000,0.39184,
-2.05160000000,0.43648,
-2.05140000000,0.48608,
-2.05119987500,0.48608,
-2.05099987500,0.48608,
-2.05079987500,0.45632,
-2.05060000000,0.36704,
-2.05040000000,0.28768,
-2.05020000000,0.16368,
-2.05000000000,0.02976,
-2.04979987500,-0.10912,
-2.04959987500,-0.25296,
-2.04939987500,-0.38192,
-2.04920000000,-0.47616,
-2.04900000000,-0.53568,
-2.04880000000,-0.51584,
-2.04860000000,-0.49104,
-2.04839987500,-0.43152,
-2.04819987500,-0.35712,
-2.04799987500,-0.24304,
-2.04780012500,-0.13392,
-2.04760000000,-0.03968,
-2.04740000000,0.11904,
-2.04720000000,0.20832,
-2.04699987500,0.30752,
-2.04679987500,0.39680,
-2.04659987500,0.46128,
-2.04639987500,0.49600,
-2.04620000000,0.47616,
-2.04600000000,0.49600,
-2.04580000000,0.43152,
-2.04559987500,0.34224,
-2.04539987500,0.26288,
-2.04519987500,0.12400,
-2.04499987500,0.00496,
-2.04480000000,-0.13888,
-2.04460000000,-0.26784,
-2.04440000000,-0.38688,
-2.04420000000,-0.49104,
-2.04399987500,-0.52576,
-2.04379987500,-0.51088,
-2.04359987500,-0.47616,
-2.04340000000,-0.42160,
-2.04320000000,-0.34224,
-2.04300000000,-0.23808,
-2.04280000000,-0.11904,
-2.04259987500,0.01488,
-2.04239987500,0.11904,
-2.04219987500,0.22816,
-2.04200000000,0.32736,
-2.04180000000,0.40672,
-2.04160000000,0.47120,
-2.04140000000,0.48608,
-2.04119987500,0.50096,
-2.04099987500,0.47120,
-2.04079987500,0.42160,
-2.04060000000,0.34224,
-2.04040000000,0.22320,
-2.04020000000,0.10912,
-2.04000000000,-0.00992,
-2.03979987500,-0.15872,
-2.03959987500,-0.29264,
-2.03939987500,-0.39680,
-2.03920012500,-0.51584,
-2.03900000000,-0.52576,
-2.03880000000,-0.52576,
-2.03860000000,-0.46128,
-2.03839987500,-0.41168,
-2.03819987500,-0.32736,
-2.03799987500,-0.19840,
-2.03779987500,-0.09920,
-2.03760000000,0.00496,
-2.03740000000,0.13392,
-2.03720000000,0.26288,
-2.03700000000,0.35712,
-2.03679987500,0.41168,
-2.03659987500,0.47120,
-2.03639987500,0.50096,
-2.03620000000,0.49600,
-2.03600000000,0.47120,
-2.03580000000,0.39680,
-2.03560000000,0.31744,
-2.03539987500,0.22816,
-2.03519987500,0.10416,
-2.03499987500,-0.04464,
-2.03480000000,-0.18352,
-2.03460000000,-0.32736,
-2.03440000000,-0.43152,
-2.03420000000,-0.54064,
-2.03399987500,-0.51584,
-2.03379987500,-0.51088,
-2.03359987500,-0.46128,
-2.03340000000,-0.38688,
-2.03320000000,-0.30752,
-2.03300000000,-0.19840,
-2.03280000000,-0.09424,
-2.03259987500,0.03968,
-2.03239987500,0.15872,
-2.03219987500,0.26288,
-2.03200012500,0.36704,
-2.03180000000,0.43152,
-2.03160000000,0.47616,
-2.03140000000,0.48608,
-2.03119987500,0.49600,
-2.03099987500,0.47120,
-2.03079987500,0.39680,
-2.03059987500,0.30752,
-2.03040000000,0.21328,
-2.03020000000,0.07936,
-2.03000000000,-0.05456,
-2.02980000000,-0.19840,
-2.02959987500,-0.35712,
-2.02939987500,-0.44640,
-2.02919987500,-0.52576,
-2.02900000000,-0.51584,
-2.02880000000,-0.49104,
-2.02860000000,-0.45136,
-2.02840000000,-0.38688,
-2.02819987500,-0.29264,
-2.02799987500,-0.15872,
-2.02779987500,-0.05456,
-2.02760000000,0.05456,
-2.02740000000,0.18352,
-2.02720000000,0.27776,
-2.02700000000,0.37200,
-2.02679987500,0.43648,
-2.02659987500,0.48608,
-2.02639987500,0.48608,
-2.02620000000,0.49600,
-2.02600000000,0.44640,
-2.02580000000,0.38192,
-2.02560000000,0.29264,
-2.02539987500,0.18352,
-2.02519987500,0.05456,
-2.02499987500,-0.08432,
-2.02480000000,-0.21328,
-2.02460000000,-0.34224,
-2.02440000000,-0.46128,
-2.02420000000,-0.51584,
-2.02399987500,-0.51584,
-2.02379987500,-0.49104,
-2.02359987500,-0.43648,
-2.02339987500,-0.37200,
-2.02320000000,-0.28768,
-2.02300000000,-0.15872,
-2.02280000000,-0.03968,
-2.02259987500,0.07936,
-2.02239987500,0.21328,
-2.02219987500,0.28768,
-2.02199987500,0.39184,
-2.02180000000,0.43152,
-2.02160000000,0.48608,
-2.02140000000,0.51088,
-2.02120000000,0.47120,
-2.02099987500,0.45632,
-2.02079987500,0.34224,
-2.02059987500,0.27776,
-2.02040000000,0.17360,
-2.02020000000,0.02976,
-2.02000000000,0.00496,
-2.01980000000,-0.12400,
-2.01959987500,-0.26288,
-2.01939987500,-0.40672,
-2.01919987500,-0.49104,
-2.01900000000,-0.52576,
-2.01880000000,-0.51088,
-2.01860000000,-0.47616,
-2.01840000000,-0.43152,
-2.01819987500,-0.34720,
-2.01799987500,-0.24304,
-2.01779987500,-0.10912,
-2.01760000000,-0.01984,
-2.01740000000,0.10912,
-2.01720000000,0.22816,
-2.01700000000,0.30752,
-2.01679987500,0.41168,
-2.01659987500,0.43152,
-2.01639987500,0.51088,
-2.01620012500,0.49600,
-2.01600000000,0.47616,
-2.01580000000,0.43152,
-2.01560000000,0.34224,
-2.01539987500,0.25296,
-2.01519987500,0.12400,
-2.01499987500,-0.00992,
-2.01479987500,-0.13888,
-2.01460000000,-0.30752,
-2.01440000000,-0.38192,
-2.01420000000,-0.51584,
-2.01400000000,-0.52576,
-2.01379987500,-0.50096,
-2.01359987500,-0.47120,
-2.01339987500,-0.40672,
-2.01320000000,-0.32736,
-2.01300000000,-0.23808,
-2.01280000000,-0.10912,
-2.01260000000,0.01488,
-2.01239987500,0.14880,
-2.01219987500,0.24800,
-2.01199987500,0.33232,
-2.01180000000,0.42160,
-2.01160000000,0.44640,
-2.01140000000,0.49600,
-2.01120000000,0.50096,
-2.01099987500,0.45632,
-2.01079987500,0.43648,
-2.01059987500,0.32736,
-2.01040000000,0.22320,
-2.01020000000,0.10416,
-2.01000000000,-0.03472,
-2.00980000000,-0.16368,
-2.00959987500,-0.32736,
-2.00939987500,-0.41168,
-2.00919987500,-0.51088,
-2.00900012500,-0.51584,
-2.00880000000,-0.49104,
-2.00860000000,-0.47120,
-2.00840000000,-0.39680,
-2.00819987500,-0.31744,
-2.00799987500,-0.19840,
-2.00779987500,-0.08432,
-2.00759987500,0.03968,
-2.00740000000,0.16368,
-2.00720000000,0.26784,
-2.00700000000,0.33232,
-2.00679987500,0.42160,
-2.00659987500,0.46128,
-2.00639987500,0.50096,
-2.00619987500,0.49600,
-2.00600000000,0.45632,
-2.00580000000,0.41168,
-2.00560000000,0.30752,
-2.00540000000,0.22816,
-2.00519987500,0.07936,
-2.00499987500,-0.05456,
-2.00479987500,-0.18848,
-2.00460000000,-0.33232,
-2.00440000000,-0.43152,
-2.00420000000,-0.51584,
-2.00400000000,-0.52576,
-2.00379987500,-0.49104,
-2.00359987500,-0.46128,
-2.00339987500,-0.37200,
-2.00320000000,-0.30256,
-2.00300000000,-0.18848,
-2.00280000000,-0.05952,
-2.00260000000,0.04464,
-2.00239987500,0.15872,
-2.00219987500,0.27776,
-2.00199987500,0.35712,
-2.00180000000,0.43648,
-2.00160000000,0.47120,
-2.00140000000,0.51088,
-2.00120000000,0.48608,
-2.00099987500,0.44640,
-2.00079987500,0.39184,
-2.00059987500,0.29264,
-2.00040012500,0.19840,
-2.00020000000,0.04464,
-2.00000000000,-0.07936,
-1.99980000000,-0.19840,
-1.99959987500,-0.34720,
-1.99939987500,-0.43648,
-1.99920000000,-0.52576,
-1.99900000000,-0.52576,
-1.99879987500,-0.48608,
-1.99860000000,-0.46128,
-1.99840000000,-0.35712,
-1.99820000000,-0.28768,
-1.99799987500,-0.16368,
-1.99780000000,-0.05952,
-1.99760000000,0.06944,
-1.99739987500,0.18848,
-1.99719987500,0.29264,
-1.99700000000,0.35712,
-1.99680000000,0.45632,
-1.99659987500,0.49600,
-1.99640000000,0.50096,
-1.99620000000,0.48608,
-1.99599987500,0.44640,
-1.99579987500,0.38192,
-1.99560000000,0.26784,
-1.99540000000,0.17360,
-1.99519987500,0.02976,
-1.99500000000,-0.09920,
-1.99480000000,-0.22816,
-1.99460000000,-0.38192,
-1.99439987500,-0.47616,
-1.99420000000,-0.52576,
-1.99400000000,-0.52576,
-1.99379987500,-0.47616,
-1.99359987500,-0.45136,
-1.99340000000,-0.34720,
-1.99320000000,-0.26288,
-1.99299987500,-0.15872,
-1.99280000000,-0.03968,
-1.99260000000,0.06944,
-1.99239987500,0.20832,
-1.99219987500,0.30752,
-1.99200000000,0.39184,
-1.99180000000,0.44640,
-1.99159987500,0.48608,
-1.99140000000,0.49600,
-1.99120000000,0.47616,
-1.99099987500,0.43648,
-1.99079987500,0.38192,
-1.99060000000,0.26784,
-1.99040000000,0.15872,
-1.99019987500,0.01488,
-1.98999987500,-0.12400,
-1.98980000000,-0.25296,
-1.98960000000,-0.38192,
-1.98939987500,-0.47120,
-1.98920000000,-0.53568,
-1.98900000000,-0.52576,
-1.98879987500,-0.47616,
-1.98859987500,-0.43152,
-1.98840000000,-0.33232,
-1.98820000000,-0.23808,
-1.98799987500,-0.12400,
-1.98780000000,0.00,
-1.98760000000,0.08432,
-1.98739987500,0.22816,
-1.98719987500,0.30752,
-1.98700000000,0.39680,
-1.98680000000,0.46128,
-1.98659987500,0.48608,
-1.98640000000,0.51088,
-1.98620000000,0.47120,
-1.98600000000,0.43648,
-1.98579987500,0.34224,
-1.98560000000,0.23808,
-1.98540000000,0.13392,
-1.98519987500,0.00496,
-1.98499987500,-0.14880,
-1.98480000000,-0.26784,
-1.98460000000,-0.38688,
-1.98439987500,-0.49104,
-1.98420000000,-0.52576,
-1.98400000000,-0.51088,
-1.98379987500,-0.47120,
-1.98359987500,-0.42160,
-1.98340000000,-0.34224,
-1.98320000000,-0.24304,
-1.98299987500,-0.10912,
-1.98280000000,0.01488,
-1.98260000000,0.11904,
-1.98240000000,0.24800,
-1.98219987500,0.32736,
-1.98200000000,0.40672,
-1.98180000000,0.47120,
-1.98159987500,0.49600,
-1.98139987500,0.51088,
-1.98120000000,0.47120,
-1.98100000000,0.42160,
-1.98079987500,0.33232,
-1.98060000000,0.22320,
-1.98040000000,0.11904,
-1.98019987500,-0.01984,
-1.97999987500,-0.16368,
-1.97980000000,-0.30256,
-1.97960000000,-0.42160,
-1.97939987500,-0.51088,
-1.97920000000,-0.52576,
-1.97900000000,-0.51088,
-1.97880000000,-0.46128,
-1.97859987500,-0.40672,
-1.97840000000,-0.30752,
-1.97820000000,-0.20336,
-1.97799987500,-0.09424,
-1.97779987500,0.03968,
-1.97760000000,0.13392,
-1.97740000000,0.26784,
-1.97719987500,0.31744,
-1.97700000000,0.42160,
-1.97680000000,0.47120,
-1.97659987500,0.49600,
-1.97639987500,0.49600,
-1.97620000000,0.46128,
-1.97600000000,0.40672,
-1.97579987500,0.32736,
-1.97560000000,0.20832,
-1.97540000000,0.09424,
-1.97520000000,-0.03968,
-1.97499987500,-0.18352,
-1.97480000000,-0.31744,
-1.97460000000,-0.44640,
-1.97439987500,-0.51088,
-1.97419987500,-0.51584,
-1.97400000000,-0.51088,
-1.97380000000,-0.46128,
-1.97359987500,-0.39680,
-1.97340000000,-0.30256,
-1.97320000000,-0.19840,
-1.97299987500,-0.06944,
-1.97279987500,0.01984,
-1.97260000000,0.14384,
-1.97240000000,0.27776,
-1.97219987500,0.35216,
-1.97200000000,0.43152,
-1.97180000000,0.47616,
-1.97159987500,0.48608,
-1.97139987500,0.50096,
-1.97120000000,0.44640,
-1.97100000000,0.39680,
-1.97079987500,0.29264,
-1.97060000000,0.19840,
-1.97040000000,0.07936,
-1.97020000000,-0.05952,
-1.96999987500,-0.21328,
-1.96980000000,-0.34224,
-1.96960000000,-0.44640,
-1.96939987500,-0.52576,
-1.96919987500,-0.53568,
-1.96900000000,-0.49104,
-1.96880000000,-0.47120,
-1.96859987500,-0.39680,
-1.96840000000,-0.28768,
-1.96820000000,-0.18352,
-1.96799987500,-0.05456,
-1.96779987500,0.06944,
-1.96760000000,0.17360,
-1.96740000000,0.29264,
-1.96719987500,0.35712,
-1.96700000000,0.43648,
-1.96680000000,0.49600,
-1.96660000000,0.49600,
-1.96639987500,0.49600,
-1.96620000000,0.43648,
-1.96600000000,0.39184,
-1.96579987500,0.29264,
-1.96559987500,0.18352,
-1.96540000000,0.05952,
-1.96520000000,-0.08432,
-1.96499987500,-0.21328,
-1.96480000000,-0.36704,
-1.96460000000,-0.47120,
-1.96439987500,-0.51584,
-1.96419987500,-0.52576,
-1.96400000000,-0.48608,
-1.96380000000,-0.42160,
-1.96359987500,-0.36704,
-1.96340000000,-0.28768,
-1.96320000000,-0.14880,
-1.96300000000,-0.02480,
-1.96279987500,0.09424,
-1.96260000000,0.19840,
-1.96240000000,0.28768,
-1.96219987500,0.39184,
-1.96199987500,0.43648,
-1.96180000000,0.48608,
-1.96160000000,0.49600,
-1.96139987500,0.48608,
-1.96120000000,0.42160,
-1.96100000000,0.38192,
-1.96079987500,0.28768,
-1.96059987500,0.13392,
-1.96040000000,0.04464,
-1.96020000000,-0.10912,
-1.95999987500,-0.24304,
-1.95980000000,-0.37200,
-1.95960000000,-0.49104,
-1.95940000000,-0.51584,
-1.95919987500,-0.52576,
-1.95900000000,-0.47616,
-1.95880000000,-0.43648,
-1.95859987500,-0.35712,
-1.95839987500,-0.23808,
-1.95820000000,-0.15872,
-1.95800000000,0.00496,
-1.95779987500,0.09424,
-1.95760000000,0.22816,
-1.95740000000,0.30752,
-1.95719987500,0.39184,
-1.95699987500,0.46128,
-1.95680000000,0.48608,
-1.95660000000,0.50096,
-1.95639987500,0.47616,
-1.95620000000,0.43648,
-1.95600000000,0.35216,
-1.95579987500,0.26288,
-1.95559987500,0.13392,
-1.95540000000,0.01488,
-1.95520000000,-0.13392,
-1.95499987500,-0.25296,
-1.95480000000,-0.39680,
-1.95460000000,-0.51088,
-1.95440000000,-0.53568,
-1.95419987500,-0.52576,
-1.95400000000,-0.48608,
-1.95380000000,-0.41168,
-1.95359987500,-0.34720,
-1.95339987500,-0.22816,
-1.95320000000,-0.14880,
-1.95300000000,0.01488,
-1.95279987500,0.10912,
-1.95260000000,0.21328,
-1.95240000000,0.33232,
-1.95219987500,0.38192,
-1.95199987500,0.47120,
-1.95180000000,0.47616,
-1.95160000000,0.49600,
-1.95139987500,0.47120,
-1.95120000000,0.41168,
-1.95100000000,0.35216,
-1.95080000000,0.23808,
-1.95059987500,0.10416,
-1.95040000000,-0.00992,
-1.95020000000,-0.17360,
-1.94999987500,-0.29264,
-1.94979987500,-0.41168,
-1.94960000000,-0.51088,
-1.94940000000,-0.51088,
-1.94919987500,-0.51584,
-1.94900000000,-0.47120,
-1.94880000000,-0.41168,
-1.94859987500,-0.32736,
-1.94839987500,-0.18848,
-1.94820000000,-0.09424,
-1.94800000000,0.03968,
-1.94779987500,0.14384,
-1.94760000000,0.22816,
-1.94740000000,0.35216,
-1.94720000000,0.40672,
-1.94699987500,0.47616,
-1.94680000000,0.48608,
-1.94660000000,0.50096,
-1.94639987500,0.47120,
-1.94619987500,0.40672,
-1.94600000000,0.31744,
-1.94580000000,0.22816,
-1.94559987500,0.10416,
-1.94540000000,-0.02480,
-1.94520000000,-0.19840,
-1.94499987500,-0.30256,
-1.94479987500,-0.43152,
-1.94460000000,-0.52576,
-1.94440000000,-0.51584,
-1.94419987500,-0.52576,
-1.94400000000,-0.45136,
-1.94380000000,-0.37200,
-1.94360000000,-0.30752,
-1.94339987500,-0.18848,
-1.94320000000,-0.09920,
-1.94300000000,0.04464,
-1.94279987500,0.15872,
-1.94259987500,0.25296,
-1.94240000000,0.35712,
-1.94220000000,0.40672,
-1.94199987500,0.47616,
-1.94180000000,0.49600,
-1.94160000000,0.49600,
-1.94139987500,0.45632,
-1.94119987500,0.40672,
-1.94100000000,0.30256,
-1.94080000000,0.19840,
-1.94059987500,0.05952,
-1.94040000000,-0.04464,
-1.94020000000,-0.20336,
-1.94000000000,-0.32736,
-1.93979987500,-0.45136,
-1.93960000000,-0.51584,
-1.93940000000,-0.50096,
-1.93919987500,-0.51088,
-1.93900000000,-0.45136,
-1.93880000000,-0.38688,
-1.93860000000,-0.30752,
-1.93839987500,-0.18848,
-1.93820000000,-0.06944,
-1.93800000000,0.05456,
-1.93779987500,0.14880,
-1.93759987500,0.26784,
-1.93740000000,0.38192,
-1.93720000000,0.42160,
-1.93699987500,0.48608,
-1.93680000000,0.49600,
-1.93660000000,0.50096,
-1.93639987500,0.45632,
-1.93619987500,0.38192,
-1.93600000000,0.28768,
-1.93580000000,0.18352,
-1.93559987500,0.05456,
-1.93540000000,-0.05456,
-1.93520000000,-0.22816,
-1.93500000000,-0.34720,
-1.93479987500,-0.47120,
-1.93460000000,-0.51584,
-1.93440000000,-0.51088,
-1.93419987500,-0.48608,
-1.93399987500,-0.44640,
-1.93380000000,-0.35712,
-1.93360000000,-0.29264,
-1.93339987500,-0.17360,
-1.93320000000,-0.05456,
-1.93300000000,0.07936,
-1.93279987500,0.18352,
-1.93259987500,0.28768,
-1.93240000000,0.38192,
-1.93220000000,0.41168,
-1.93199987500,0.49600,
-1.93180000000,0.49600,
-1.93160000000,0.47120,
-1.93140000000,0.46128,
-1.93119987500,0.36704,
-1.93100000000,0.29264,
-1.93080000000,0.15872,
-1.93059987500,0.02976,
-1.93039987500,-0.11904,
-1.93020000000,-0.25296,
-1.93000000000,-0.37200,
-1.92979987500,-0.47616,
-1.92960000000,-0.54064,
-1.92940000000,-0.51088,
-1.92919987500,-0.48608,
-1.92899987500,-0.42160,
-1.92880000000,-0.34720,
-1.92860000000,-0.25296,
-1.92839987500,-0.14880,
-1.92820000000,-0.03472,
-1.92800000000,0.09424,
-1.92780000000,0.21328,
-1.92759987500,0.29264,
-1.92740000000,0.39184,
-1.92720000000,0.45632,
-1.92699987500,0.49600,
-1.92679987500,0.50096,
-1.92660000000,0.47120,
-1.92640000000,0.46128,
-1.92619987500,0.35712,
-1.92600000000,0.26288,
-1.92580000000,0.14880,
-1.92559987500,0.01488,
-1.92539987500,-0.10912,
-1.92520000000,-0.25296,
-1.92500000000,-0.38192,
-1.92479987500,-0.49104,
-1.92460000000,-0.53568,
-1.92440000000,-0.51088,
-1.92420000000,-0.48608,
-1.92399987500,-0.42160,
-1.92380000000,-0.35712,
-1.92360000000,-0.24304,
-1.92339987500,-0.12400,
-1.92319987500,0.00496,
-1.92300000000,0.10416,
-1.92280000000,0.21328,
-1.92259987500,0.32736,
-1.92240000000,0.41168,
-1.92220000000,0.47120,
-1.92199987500,0.48608,
-1.92179987500,0.49600,
-1.92160000000,0.47120,
-1.92140000000,0.44640,
-1.92119987500,0.33232,
-1.92100000000,0.25296,
-1.92080000000,0.14384,
-1.92059987500,0.00,
-1.92039987500,-0.13392,
-1.92020000000,-0.29264,
-1.92000000000,-0.39680,
-1.91979987500,-0.51088,
-1.91960000000,-0.53568,
-1.91940000000,-0.50096,
-1.91920000000,-0.48608,
-1.91899987500,-0.41168,
-1.91880000000,-0.31744,
-1.91860000000,-0.24304,
-1.91839987500,-0.10912,
-1.91819987500,0.00496,
-1.91800000000,0.12400,
-1.91780000000,0.22816,
-1.91759987500,0.31744,
-1.91740000000,0.41168,
-1.91720000000,0.47616,
-1.91699987500,0.49600,
-1.91679987500,0.50096,
-1.91660000000,0.44640,
-1.91640000000,0.43152,
-1.91619987500,0.33232,
-1.91600000000,0.24800,
-1.91580000000,0.10912,
-1.91560000000,-0.03968,
-1.91539987500,-0.15872,
-1.91520000000,-0.30752,
-1.91500000000,-0.41168,
-1.91479987500,-0.51584,
-1.91459987500,-0.51584,
-1.91440000000,-0.51088,
-1.91420000000,-0.46128,
-1.91399987500,-0.39680,
-1.91380000000,-0.32736,
-1.91360000000,-0.20336,
-1.91339987500,-0.08432,
-1.91319987500,0.01488,
-1.91300000000,0.14384,
-1.91280000000,0.25296,
-1.91259987500,0.35712,
-1.91240000000,0.41168,
-1.91220000000,0.45632,
-1.91200000000,0.50096,
-1.91179987500,0.50096,
-1.91160000000,0.46128,
-1.91140000000,0.40672,
-1.91119987500,0.31744,
-1.91099987500,0.22816,
-1.91080000000,0.09424,
-1.91060000000,-0.04464,
-1.91039987500,-0.18848,
-1.91020000000,-0.32736,
-1.91000000000,-0.42160,
-1.90979987500,-0.52576,
-1.90959987500,-0.52576,
-1.90940000000,-0.50096,
-1.90920000000,-0.45136,
-1.90899987500,-0.38192,
-1.90880000000,-0.28768,
-1.90860000000,-0.18848,
-1.90840000000,-0.06944,
-1.90819987500,0.05952,
-1.90800000000,0.17360,
-1.90780000000,0.26784,
-1.90759987500,0.35712,
-1.90739987500,0.42160,
-1.90720000000,0.48608,
-1.90700000000,0.51088,
-1.90679987500,0.48608,
-1.90660000000,0.44640,
-1.90640000000,0.39680,
-1.90619987500,0.29264,
-1.90599987500,0.19840,
-1.90580000000,0.06944,
-1.90560000000,-0.07936,
-1.90539987500,-0.18848,
-1.90520000000,-0.34720,
-1.90500000000,-0.45136,
-1.90480000000,-0.54064,
-1.90459987500,-0.51584,
-1.90440000000,-0.49104,
-1.90420000000,-0.45136,
-1.90399987500,-0.37200,
-1.90380000000,-0.28768,
-1.90360000000,-0.17360,
-1.90340000000,-0.05456,
-1.90319987500,0.06944,
-1.90300000000,0.20832,
-1.90280000000,0.26784,
-1.90259987500,0.37200,
-1.90239987500,0.42160,
-1.90220000000,0.46128,
-1.90200000000,0.49600,
-1.90179987500,0.47616,
-1.90160000000,0.45632,
-1.90140000000,0.37200,
-1.90119987500,0.29264,
-1.90099987500,0.17360,
-1.90080000000,0.05456,
-1.90060000000,-0.09424,
-1.90039987500,-0.21328,
-1.90020000000,-0.37200,
-1.90000000000,-0.46128,
-1.89980000000,-0.52576,
