Source,CH1,CH2
Second,Volt,Volt
0.003908,-3.44,0.036
0.00391,-3.36,0.04
0.003912,-3.44,0.04
0.003914,-3.44,0.04
0.003916,-3.44,0.04
0.003918,-3.44,0.056
0.00392,-3.44,0.036
0.003922,-3.44,0.036
0.003924,-3.44,0.04
0.003926,-3.44,0.036
0.003928,-3.36,0.024
0.00393,-3.44,0.036
0.003932,-3.44,0.032
0.003934,-3.44,0.028
0.003936,-3.44,0.032
0.003938,-3.44,0.04
0.00394,-3.44,0.028
0.003942,-3.44,0.028
0.003944,-3.44,0.028
0.003946,-3.36,0.032
0.003948,-3.36,0.036
0.00395,-3.44,0.028
0.003952,-3.44,0.024
0.003954,-3.44,0.028
0.003956,-3.36,0.024
0.003958,-3.36,0.028
0.00396,-3.36,0.024
0.003962,-3.36,0.02
0.003964,-3.36,0.02
0.003966,-3.36,0.024
0.003968,-3.36,0.02
0.00397,-3.36,0.016
0.003972,-3.36,0.012
0.003974,-3.36,0.028
0.003976,-3.36,0.012
0.003978,-3.36,0.012
0.00398,-3.28,0.012
0.003982,-3.36,0.016
0.003984,-3.36,0.016
0.003986,-3.28,0.016
0.003988,-3.36,0.024
0.00399,-3.28,0.024
0.003992,-3.36,0.02
0.003994,-3.28,0.02
0.003996,-3.28,0.024
0.003998,-3.28,0.004
0.004,-3.28,0.02
0.004002,-3.28,0.028
0.004004,-3.28,0.02
0.004006,-3.36,0.016
0.004008,-3.28,0.016
0.00401,-3.36,0.016
0.004012,-3.28,0.02
0.004014,-3.28,0.016
0.004016,-3.28,0.016
0.004018,-3.28,0.012
0.00402,-3.2,0.016
0.004022,-3.28,0.02
0.004024,-3.28,0.012
0.004026,-3.28,0.016
0.004028,-3.28,0.012
0.00403,-3.28,0.016
0.004032,-3.28,0.02
0.004034,-3.28,0.012
0.004036,-3.2,0.016
0.004038,-3.28,0.016
0.00404,-3.2,0.016
0.004042,-3.2,0.012
0.004044,-3.2,0.004
0.004046,-3.2,0.008
0.004048,-3.2,0.008
0.00405,-3.2,0.008
0.004052,-3.2,0.008
0.004054,-3.2,0.008
0.004056,-3.2,0.008
0.004058,-3.2,0.004
0.00406,-3.2,0.004
0.004062,-3.2,0.004
0.004064,-3.2,0.008
0.004066,-3.2,0.004
0.004068,-3.12,0.008
0.00407,-3.2,0
0.004072,-3.2,0.008
0.004074,-3.2,0.004
0.004076,-3.2,0
0.004078,-3.2,0.004
0.00408,-3.2,-0.004
0.004082,-3.12,-0.008
0.004084,-3.12,-0.008
0.004086,-3.2,-0.004
0.004088,-3.12,-0.012
0.00409,-3.12,-0.012
0.004092,-3.2,-0.012
0.004094,-3.2,-0.012
0.004096,-3.12,0.028
0.004098,-3.12,-0.008
0.0041,-3.12,-0.012
0.004102,-3.12,-0.008
0.004104,-3.12,-0.004
0.004106,-3.04,-0.012
0.004108,-3.12,-0.004
0.00411,-3.12,0.004
0.004112,-3.12,0
0.004114,-3.12,-0.008
0.004116,-3.12,-0.008
0.004118,-3.12,-0.016
0.00412,-3.12,-0.012
0.004122,-3.12,-0.012
0.004124,-3.12,-0.016
0.004126,-3.04,-0.016
0.004128,-3.04,-0.016
0.00413,-3.12,-0.012
0.004132,-3.04,-0.012
0.004134,-3.04,-0.008
0.004136,-3.04,-0.012
0.004138,-3.04,-0.012
0.00414,-3.04,-0.004
0.004142,-3.04,-0.008
0.004144,-3.04,-0.008
0.004146,-3.04,-0.02
0.004148,-3.04,-0.012
0.00415,-3.04,-0.016
0.004152,-3.04,-0.008
0.004154,-3.04,-0.02
0.004156,-2.96,-0.016
0.004158,-2.96,-0.02
0.00416,-3.04,-0.016
0.004162,-2.96,-0.02
0.004164,-2.96,-0.008
0.004166,-2.96,-0.016
0.004168,-2.96,-0.012
0.00417,-2.96,-0.008
0.004172,-2.96,-0.012
0.004174,-2.96,-0.012
0.004176,-2.96,-0.02
0.004178,-2.96,-0.016
0.00418,-2.96,-0.016
0.004182,-2.96,-0.016
0.004184,-2.96,-0.016
0.004186,-2.96,-0.008
0.004188,-2.88,-0.016
0.00419,-2.88,-0.016
0.004192,-2.88,-0.024
0.004194,-2.88,0.008
0.004196,-2.88,-0.02
0.004198,-2.88,-0.024
0.0042,-2.88,-0.024
0.004202,-2.88,-0.016
0.004204,-2.88,-0.02
0.004206,-2.88,-0.016
0.004208,-2.88,-0.024
0.00421,-2.88,-0.02
0.004212,-2.88,-0.02
0.004214,-2.88,-0.02
0.004216,-2.8,-0.02
0.004218,-2.88,-0.024
0.00422,-2.8,-0.028
0.004222,-2.8,-0.024
0.004224,-2.8,-0.032
0.004226,-2.88,-0.028
0.004228,-2.8,-0.024
0.00423,-2.8,-0.024
0.004232,-2.8,-0.028
0.004234,-2.8,-0.028
0.004236,-2.8,-0.028
0.004238,-2.8,-0.028
0.00424,-2.8,-0.032
0.004242,-2.8,-0.028
0.004244,-2.8,-0.032
0.004246,-2.8,-0.028
0.004248,-2.8,-0.032
0.00425,-2.8,-0.036
0.004252,-2.8,-0.032
0.004254,-2.72,-0.028
0.004256,-2.72,-0.036
0.004258,-2.72,-0.04
0.00426,-2.72,-0.04
0.004262,-2.72,-0.036
0.004264,-2.64,-0.04
0.004266,-2.64,-0.036
0.004268,-2.72,-0.04
0.00427,-2.72,-0.036
0.004272,-2.64,-0.04
0.004274,-2.72,-0.036
0.004276,-2.64,-0.04
0.004278,-2.64,-0.032
0.00428,-2.64,-0.036
0.004282,-2.64,-0.028
0.004284,-2.64,-0.036
0.004286,-2.64,-0.028
0.004288,-2.64,-0.036
0.00429,-2.64,-0.036
0.004292,-2.64,-0.016
0.004294,-2.56,-0.036
0.004296,-2.56,-0.032
0.004298,-2.56,-0.044
0.0043,-2.64,-0.036
0.004302,-2.64,-0.04
0.004304,-2.56,-0.044
0.004306,-2.64,-0.036
0.004308,-2.56,-0.036
0.00431,-2.56,-0.036
0.004312,-2.56,-0.036
0.004314,-2.56,-0.044
0.004316,-2.56,-0.04
0.004318,-2.56,-0.04
0.00432,-2.56,-0.04
0.004322,-2.56,-0.04
0.004324,-2.56,-0.04
0.004326,-2.56,-0.04
0.004328,-2.48,-0.044
0.00433,-2.48,-0.04
0.004332,-2.48,-0.04
0.004334,-2.48,-0.048
0.004336,-2.48,-0.044
0.004338,-2.48,-0.036
0.00434,-2.56,-0.04
0.004342,-2.48,-0.044
0.004344,-2.48,-0.04
0.004346,-2.48,-0.044
0.004348,-2.48,-0.044
0.00435,-2.48,-0.044
0.004352,-2.4,-0.044
0.004354,-2.48,-0.048
0.004356,-2.4,-0.048
0.004358,-2.4,-0.044
0.00436,-2.4,-0.048
0.004362,-2.48,-0.044
0.004364,-2.4,-0.052
0.004366,-2.4,-0.044
0.004368,-2.4,-0.044
0.00437,-2.4,-0.06
0.004372,-2.4,-0.048
0.004374,-2.32,-0.056
0.004376,-2.4,-0.064
0.004378,-2.32,-0.06
0.00438,-2.32,-0.06
0.004382,-2.4,-0.06
0.004384,-2.32,-0.06
0.004386,-2.32,-0.06
0.004388,-2.32,-0.06
0.00439,-2.32,-0.04
0.004392,-2.32,-0.056
0.004394,-2.32,-0.06
0.004396,-2.32,-0.064
0.004398,-2.24,-0.056
0.0044,-2.24,-0.06
0.004402,-2.24,-0.06
0.004404,-2.24,-0.056
0.004406,-2.24,-0.06
0.004408,-2.24,-0.06
0.00441,-2.24,-0.056
0.004412,-2.24,-0.06
0.004414,-2.24,-0.108
0.004416,-2.16,-0.056
0.004418,-2.24,-0.06
0.00442,-2.24,-0.06
0.004422,-2.24,-0.06
0.004424,-2.16,-0.06
0.004426,-2.16,-0.06
0.004428,-2.16,-0.06
0.00443,-2.16,-0.06
0.004432,-2.16,-0.06
0.004434,-2.16,-0.06
0.004436,-2.16,-0.068
0.004438,-2.16,-0.06
0.00444,-2.16,-0.064
0.004442,-2.08,-0.068
0.004444,-2.08,-0.068
0.004446,-2.16,-0.064
0.004448,-2.08,-0.064
0.00445,-2.08,-0.064
0.004452,-2.08,-0.064
0.004454,-2.08,-0.056
0.004456,-2.08,-0.056
0.004458,-2.08,-0.064
0.00446,-2.08,-0.064
0.004462,-2.08,-0.064
0.004464,-2.08,-0.056
0.004466,-2.08,-0.064
0.004468,-2,-0.064
0.00447,-2.08,-0.064
0.004472,-2,-0.064
0.004474,-2,-0.068
0.004476,-2,-0.064
0.004478,-2,-0.068
0.00448,-2,-0.068
0.004482,-1.92,-0.064
0.004484,-1.92,-0.068
0.004486,-1.92,-0.068
0.004488,-1.92,-0.056
0.00449,-1.92,-0.068
0.004492,-1.92,-0.064
0.004494,-1.92,-0.064
0.004496,-1.92,-0.064
0.004498,-1.92,-0.068
0.0045,-1.92,-0.076
0.004502,-1.84,-0.068
0.004504,-1.92,-0.068
0.004506,-1.84,-0.072
0.004508,-1.92,-0.068
0.00451,-1.92,-0.08
0.004512,-1.84,-0.112
0.004514,-1.84,-0.072
0.004516,-1.84,-0.068
0.004518,-1.84,-0.068
0.00452,-1.84,-0.06
0.004522,-1.76,-0.072
0.004524,-1.84,-0.072
0.004526,-1.76,-0.072
0.004528,-1.76,-0.072
0.00453,-1.76,-0.08
0.004532,-1.76,-0.076
0.004534,-1.76,-0.072
0.004536,-1.76,-0.076
0.004538,-1.76,-0.076
0.00454,-1.68,-0.08
0.004542,-1.68,-0.076
0.004544,-1.68,-0.084
0.004546,-1.68,-0.084
0.004548,-1.68,-0.08
0.00455,-1.68,-0.092
0.004552,-1.68,-0.076
0.004554,-1.68,-0.08
0.004556,-1.68,-0.084
0.004558,-1.68,-0.08
0.00456,-1.6,-0.08
0.004562,-1.6,-0.072
0.004564,-1.6,-0.072
0.004566,-1.6,-0.068
0.004568,-1.6,-0.068
0.00457,-1.68,-0.1
0.004572,-1.6,-0.068
0.004574,-1.6,-0.072
0.004576,-1.6,-0.076
0.004578,-1.6,-0.076
0.00458,-1.6,-0.072
0.004582,-1.6,-0.076
0.004584,-1.52,-0.076
0.004586,-1.52,-0.068
0.004588,-1.52,-0.076
0.00459,-1.52,-0.076
0.004592,-1.52,-0.076
0.004594,-1.52,-0.076
0.004596,-1.52,-0.068
0.004598,-1.44,-0.076
0.0046,-1.44,-0.076
0.004602,-1.44,-0.076
0.004604,-1.44,-0.072
0.004606,-1.44,-0.072
0.004608,-1.44,-0.08
0.00461,-1.44,-0.148
0.004612,-1.44,-0.072
0.004614,-1.44,-0.076
0.004616,-1.44,-0.076
0.004618,-1.36,-0.08
0.00462,-1.36,-0.08
0.004622,-1.36,-0.08
0.004624,-1.44,-0.08
0.004626,-1.36,-0.08
0.004628,-1.44,-0.076
0.00463,-1.36,-0.076
0.004632,-1.36,-0.08
0.004634,-1.28,-0.08
0.004636,-1.36,-0.08
0.004638,-1.36,-0.076
0.00464,-1.36,-0.08
0.004642,-1.36,-0.072
0.004644,-1.28,-0.076
0.004646,-1.28,-0.076
0.004648,-1.28,-0.08
0.00465,-1.36,-0.084
0.004652,-1.28,-0.084
0.004654,-1.28,-0.088
0.004656,-1.28,-0.088
0.004658,-1.2,-0.092
0.00466,-1.28,-0.084
0.004662,-1.2,-0.088
0.004664,-1.28,-0.088
0.004666,-1.2,-0.088
0.004668,-1.2,-0.088
0.00467,-1.2,-0.088
0.004672,-1.2,-0.088
0.004674,-1.12,-0.084
0.004676,-1.2,-0.084
0.004678,-1.2,-0.084
0.00468,-1.2,-0.084
0.004682,-1.2,-0.088
0.004684,-1.12,-0.08
0.004686,-1.2,-0.084
0.004688,-1.12,-0.092
0.00469,-1.12,-0.088
0.004692,-1.12,-0.088
0.004694,-1.12,-0.096
0.004696,-1.12,-0.088
0.004698,-1.12,-0.088
0.0047,-1.12,-0.088
0.004702,-1.04,-0.088
0.004704,-1.12,-0.092
0.004706,-1.04,-0.088
0.004708,-1.04,-0.1
0.00471,-1.04,-0.088
0.004712,-1.04,-0.084
0.004714,-1.04,-0.092
0.004716,-0.96,-0.088
0.004718,-1.04,-0.084
0.00472,-0.96,-0.084
0.004722,-0.96,-0.088
0.004724,-0.96,-0.088
0.004726,-0.96,-0.092
0.004728,-0.96,-0.092
0.00473,-0.96,-0.084
0.004732,-0.96,-0.084
0.004734,-0.96,-0.088
0.004736,-0.96,-0.084
0.004738,-0.88,-0.084
0.00474,-0.88,-0.084
0.004742,-0.88,-0.088
0.004744,-0.88,-0.084
0.004746,-0.88,-0.084
0.004748,-0.88,-0.076
0.00475,-0.8,-0.084
0.004752,-0.88,-0.084
0.004754,-0.88,-0.084
0.004756,-0.8,-0.08
0.004758,-0.8,-0.084
0.00476,-0.8,-0.084
0.004762,-0.8,-0.084
0.004764,-0.8,-0.084
0.004766,-0.8,-0.092
0.004768,-0.8,-0.088
0.00477,-0.72,-0.084
0.004772,-0.72,-0.084
0.004774,-0.8,-0.08
0.004776,-0.72,-0.088
0.004778,-0.72,-0.088
0.00478,-0.72,-0.092
0.004782,-0.64,-0.08
0.004784,-0.72,-0.084
0.004786,-0.64,-0.088
0.004788,-0.64,-0.092
0.00479,-0.64,-0.088
0.004792,-0.64,-0.088
0.004794,-0.64,-0.084
0.004796,-0.64,-0.084
0.004798,-0.64,-0.088
0.0048,-0.64,-0.088
0.004802,-0.64,-0.088
0.004804,-0.64,-0.092
0.004806,-0.56,-0.08
0.004808,-0.64,-0.088
0.00481,-0.56,-0.096
0.004812,-0.56,-0.088
0.004814,-0.64,-0.092
0.004816,-0.56,-0.092
0.004818,-0.56,-0.088
0.00482,-0.56,-0.092
0.004822,-0.48,-0.088
0.004824,-0.48,-0.092
0.004826,-0.56,-0.092
0.004828,-0.4,-0.092
0.00483,-0.48,-0.1
0.004832,-0.48,-0.1
0.004834,-0.4,-0.1
0.004836,-0.48,-0.104
0.004838,-0.48,-0.092
0.00484,-0.4,-0.096
0.004842,-0.4,-0.096
0.004844,-0.4,-0.096
0.004846,-0.4,-0.096
0.004848,-0.4,-0.096
0.00485,-0.32,-0.088
0.004852,-0.4,-0.088
0.004854,-0.4,-0.088
0.004856,-0.32,-0.092
0.004858,-0.32,-0.088
0.00486,-0.32,-0.084
0.004862,-0.32,-0.088
0.004864,-0.32,-0.096
0.004866,-0.24,-0.092
0.004868,-0.24,-0.092
0.00487,-0.32,-0.088
0.004872,-0.24,-0.088
0.004874,-0.24,-0.092
0.004876,-0.24,-0.088
0.004878,-0.24,-0.088
0.00488,-0.24,-0.084
0.004882,-0.24,-0.092
0.004884,-0.16,-0.088
0.004886,-0.24,-0.092
0.004888,-0.24,-0.088
0.00489,-0.24,-0.088
0.004892,-0.16,-0.084
0.004894,-0.16,-0.088
0.004896,-0.16,-0.088
0.004898,-0.16,-0.088
0.0049,-0.16,-0.084
0.004902,-0.16,-0.088
0.004904,-0.08,-0.092
0.004906,-0.08,-0.092
0.004908,-0.16,-0.092
0.00491,-0.08,-0.088
0.004912,-0.08,-0.092
0.004914,-0.08,-0.1
0.004916,-0.08,-0.096
0.004918,-0.08,-0.096
0.00492,-0.08,-0.092
0.004922,-0.08,-0.092
0.004924,0,-0.088
0.004926,0,-0.092
0.004928,-0.08,-0.088
0.00493,0,-0.096
0.004932,0,-0.088
0.004934,0,-0.088
0.004936,0.08,-0.092
0.004938,0,-0.092
0.00494,0.08,-0.096
0.004942,0,-0.1
0.004944,0.08,-0.1
0.004946,0.08,-0.1
0.004948,0,-0.104
0.00495,0.08,-0.104
0.004952,0.08,-0.1
0.004954,0.08,-0.096
0.004956,0.08,-0.096
0.004958,0.16,-0.096
0.00496,0.16,-0.1
0.004962,0.16,-0.1
0.004964,0.16,-0.1
0.004966,0.16,-0.096
0.004968,0.16,-0.092
0.00497,0.16,-0.096
0.004972,0.24,-0.096
0.004974,0.24,-0.096
0.004976,0.16,-0.092
0.004978,0.24,-0.088
0.00498,0.24,-0.096
0.004982,0.24,-0.092
0.004984,0.32,-0.092
0.004986,0.32,-0.088
0.004988,0.24,-0.092
0.00499,0.24,-0.096
0.004992,0.32,-0.092
0.004994,0.24,-0.092
0.004996,0.32,-0.088
0.004998,0.32,-0.092
0.005,0.4,-0.092
0.005002,0.32,-0.084
0.005004,0.4,-0.092
0.005006,0.32,-0.088
0.005008,0.4,-0.104
0.00501,0.4,-0.092
0.005012,0.4,-0.092
0.005014,0.4,-0.088
0.005016,0.4,-0.092
0.005018,0.4,-0.088
0.00502,0.48,-0.088
0.005022,0.4,-0.084
0.005024,0.48,-0.088
0.005026,0.48,-0.108
0.005028,0.48,-0.084
0.00503,0.48,-0.084
0.005032,0.48,-0.084
0.005034,0.48,-0.084
0.005036,0.56,-0.08
0.005038,0.56,-0.084
0.00504,0.56,-0.084
0.005042,0.56,-0.076
0.005044,0.48,-0.084
0.005046,0.56,-0.084
0.005048,0.56,-0.088
0.00505,0.56,-0.084
0.005052,0.56,-0.08
0.005054,0.56,-0.084
0.005056,0.64,-0.084
0.005058,0.64,-0.084
0.00506,0.64,-0.084
0.005062,0.64,-0.084
0.005064,0.64,-0.088
0.005066,0.72,-0.084
0.005068,0.64,-0.084
0.00507,0.64,-0.084
0.005072,0.64,-0.084
0.005074,0.72,-0.088
0.005076,0.72,-0.088
0.005078,0.72,-0.088
0.00508,0.72,-0.092
0.005082,0.72,-0.088
0.005084,0.72,-0.088
0.005086,0.72,-0.084
0.005088,0.8,-0.084
0.00509,0.8,-0.084
0.005092,0.72,-0.088
0.005094,0.8,-0.088
0.005096,0.8,-0.088
0.005098,0.72,-0.084
0.0051,0.8,-0.088
0.005102,0.8,-0.092
0.005104,0.88,-0.08
0.005106,0.8,-0.084
0.005108,0.8,-0.076
0.00511,0.88,-0.08
0.005112,0.88,-0.084
0.005114,0.88,-0.088
0.005116,0.88,-0.088
0.005118,0.88,-0.084
0.00512,0.88,-0.088
0.005122,0.88,-0.084
0.005124,0.88,-0.088
0.005126,0.96,-0.084
0.005128,0.96,-0.088
0.00513,0.96,-0.08
0.005132,0.96,-0.084
0.005134,0.96,-0.08
0.005136,0.96,-0.08
0.005138,0.96,-0.076
0.00514,0.96,-0.08
0.005142,0.96,-0.08
0.005144,0.96,-0.08
0.005146,1.04,-0.08
0.005148,1.04,-0.076
0.00515,1.04,-0.08
0.005152,1.04,-0.08
0.005154,1.04,-0.08
0.005156,1.04,-0.076
0.005158,1.04,-0.08
0.00516,1.04,-0.076
0.005162,1.12,-0.076
0.005164,1.12,-0.08
0.005166,1.04,-0.076
0.005168,1.12,-0.08
0.00517,1.2,-0.072
0.005172,1.12,-0.072
0.005174,1.12,-0.076
0.005176,1.2,-0.076
0.005178,1.12,-0.072
0.00518,1.2,-0.076
0.005182,1.12,-0.088
0.005184,1.2,-0.076
0.005186,1.2,-0.072
0.005188,1.2,-0.072
0.00519,1.2,-0.076
0.005192,1.2,-0.072
0.005194,1.2,-0.076
0.005196,1.2,-0.076
0.005198,1.28,-0.072
0.0052,1.2,-0.076
0.005202,1.28,-0.076
0.005204,1.2,-0.076
0.005206,1.28,-0.072
0.005208,1.28,-0.072
0.00521,1.28,-0.072
0.005212,1.28,-0.088
0.005214,1.28,-0.072
0.005216,1.36,-0.068
0.005218,1.36,-0.072
0.00522,1.28,-0.068
0.005222,1.36,-0.168
0.005224,1.36,-0.076
0.005226,1.36,-0.076
0.005228,1.36,-0.08
0.00523,1.36,-0.08
0.005232,1.36,-0.1
0.005234,1.44,-0.08
0.005236,1.44,-0.076
0.005238,1.44,-0.084
0.00524,1.44,-0.08
0.005242,1.44,-0.076
0.005244,1.44,-0.076
0.005246,1.44,-0.072
0.005248,1.52,-0.076
0.00525,1.44,-0.076
0.005252,1.44,-0.104
0.005254,1.52,-0.08
0.005256,1.44,-0.08
0.005258,1.52,-0.072
0.00526,1.52,-0.072
0.005262,1.52,-0.06
0.005264,1.52,-0.076
0.005266,1.52,-0.072
0.005268,1.6,-0.068
0.00527,1.6,-0.084
0.005272,1.52,-0.064
0.005274,1.6,-0.072
0.005276,1.6,-0.072
0.005278,1.6,-0.072
0.00528,1.6,-0.068
0.005282,1.68,-0.068
0.005284,1.6,-0.072
0.005286,1.68,-0.068
0.005288,1.6,-0.072
0.00529,1.6,-0.064
0.005292,1.68,-0.06
0.005294,1.68,-0.076
0.005296,1.68,-0.068
0.005298,1.68,-0.068
0.0053,1.68,-0.068
0.005302,1.68,-0.064
0.005304,1.68,-0.06
0.005306,1.68,-0.064
0.005308,1.68,-0.06
0.00531,1.76,-0.064
0.005312,1.68,-0.06
0.005314,1.76,-0.064
0.005316,1.76,-0.064
0.005318,1.76,-0.06
0.00532,1.76,-0.116
0.005322,1.76,-0.06
0.005324,1.76,-0.064
0.005326,1.76,-0.064
0.005328,1.84,-0.064
0.00533,1.76,-0.068
0.005332,1.84,-0.068
0.005334,1.76,-0.064
0.005336,1.84,-0.064
0.005338,1.84,-0.068
0.00534,1.84,-0.056
0.005342,1.84,-0.064
0.005344,1.84,-0.064
0.005346,1.84,-0.06
0.005348,1.84,-0.06
0.00535,1.84,-0.06
0.005352,1.84,-0.064
0.005354,1.84,-0.06
0.005356,1.84,-0.06
0.005358,1.92,-0.06
0.00536,1.92,-0.068
0.005362,1.92,-0.068
0.005364,1.92,-0.068
0.005366,1.92,-0.064
0.005368,1.92,-0.06
0.00537,2,-0.06
0.005372,2,-0.064
0.005374,2,-0.06
0.005376,2,-0.064
0.005378,2,-0.064
0.00538,2,-0.064
0.005382,2,-0.06
0.005384,2.08,-0.064
0.005386,2,-0.06
0.005388,2,-0.052
0.00539,2,-0.06
0.005392,2,-0.06
0.005394,2.08,-0.064
0.005396,2,-0.064
0.005398,2.08,-0.06
0.0054,2,-0.064
0.005402,2.08,-0.068
0.005404,2.08,-0.068
0.005406,2.08,-0.068
0.005408,2.08,-0.068
0.00541,2.16,-0.064
0.005412,2.16,-0.064
0.005414,2.16,-0.064
0.005416,2.16,-0.06
0.005418,2.08,-0.096
0.00542,2.08,-0.056
0.005422,2.08,-0.056
0.005424,2.16,-0.044
0.005426,2.16,-0.048
0.005428,2.16,-0.048
0.00543,2.16,-0.052
0.005432,2.16,-0.048
0.005434,2.24,-0.048
0.005436,2.16,-0.056
0.005438,2.24,-0.052
0.00544,2.24,-0.052
0.005442,2.24,-0.052
0.005444,2.24,-0.052
0.005446,2.24,-0.048
0.005448,2.24,-0.048
0.00545,2.24,-0.048
0.005452,2.24,-0.048
0.005454,2.24,-0.048
0.005456,2.24,-0.048
0.005458,2.32,-0.048
0.00546,2.32,-0.048
0.005462,2.32,-0.04
0.005464,2.32,-0.044
0.005466,2.32,-0.036
0.005468,2.32,-0.048
0.00547,2.4,-0.044
0.005472,2.32,-0.04
0.005474,2.4,-0.044
0.005476,2.4,-0.048
0.005478,2.4,-0.048
0.00548,2.4,-0.048
0.005482,2.4,-0.056
0.005484,2.4,-0.04
0.005486,2.4,-0.044
0.005488,2.32,-0.048
0.00549,2.4,-0.04
0.005492,2.4,-0.044
0.005494,2.4,-0.04
0.005496,2.4,-0.04
0.005498,2.48,-0.04
0.0055,2.4,-0.04
0.005502,2.48,-0.036
0.005504,2.48,-0.036
0.005506,2.48,-0.044
0.005508,2.48,-0.044
0.00551,2.48,-0.048
0.005512,2.48,-0.048
0.005514,2.48,-0.048
0.005516,2.48,-0.068
0.005518,2.48,-0.048
0.00552,2.56,-0.048
0.005522,2.56,-0.048
0.005524,2.56,-0.048
0.005526,2.56,-0.044
0.005528,2.56,-0.044
0.00553,2.56,-0.044
0.005532,2.48,-0.044
0.005534,2.56,-0.04
0.005536,2.56,-0.036
0.005538,2.56,-0.04
0.00554,2.64,-0.044
0.005542,2.56,-0.044
0.005544,2.56,-0.032
0.005546,2.56,-0.04
0.005548,2.64,-0.044
0.00555,2.64,-0.04
0.005552,2.56,-0.04
0.005554,2.56,-0.04
0.005556,2.56,-0.04
0.005558,2.64,-0.036
0.00556,2.64,-0.036
0.005562,2.64,-0.036
0.005564,2.64,-0.04
0.005566,2.64,-0.04
0.005568,2.72,-0.036
0.00557,2.64,-0.036
0.005572,2.64,-0.036
0.005574,2.72,-0.036
0.005576,2.72,-0.036
0.005578,2.72,-0.032
0.00558,2.72,-0.032
0.005582,2.72,-0.048
0.005584,2.72,-0.032
0.005586,2.72,-0.036
0.005588,2.8,-0.028
0.00559,2.72,-0.036
0.005592,2.72,-0.032
0.005594,2.8,-0.02
0.005596,2.8,-0.032
0.005598,2.8,-0.024
0.0056,2.72,-0.028
0.005602,2.8,-0.024
0.005604,2.8,-0.02
0.005606,2.8,-0.024
0.005608,2.8,-0.024
0.00561,2.8,-0.024
0.005612,2.8,-0.02
0.005614,2.8,-0.04
0.005616,2.88,-0.02
0.005618,2.8,-0.02
0.00562,2.88,-0.024
0.005622,2.88,-0.032
0.005624,2.88,-0.016
0.005626,2.88,-0.02
0.005628,2.88,-0.016
0.00563,2.88,-0.02
0.005632,2.88,-0.024
0.005634,2.88,-0.02
0.005636,2.88,-0.02
0.005638,2.88,-0.024
0.00564,2.96,-0.02
0.005642,2.96,-0.02
0.005644,2.96,-0.02
0.005646,2.96,-0.016
0.005648,2.96,-0.024
0.00565,2.88,-0.02
0.005652,2.96,-0.024
0.005654,2.96,-0.024
0.005656,2.96,-0.016
0.005658,2.96,-0.016
0.00566,2.96,-0.02
0.005662,2.96,-0.02
0.005664,2.96,-0.02
0.005666,2.96,-0.02
0.005668,2.96,-0.02
0.00567,2.96,-0.02
0.005672,2.96,-0.02
0.005674,3.04,-0.016
0.005676,3.04,-0.02
0.005678,3.04,-0.016
0.00568,2.96,-0.008
0.005682,3.04,-0.016
0.005684,3.04,-0.016
0.005686,2.96,-0.024
0.005688,3.12,-0.016
0.00569,3.04,-0.02
0.005692,3.12,-0.02
0.005694,3.12,-0.02
0.005696,3.12,-0.012
0.005698,3.12,-0.016
0.0057,3.12,-0.016
0.005702,3.12,-0.012
0.005704,3.04,-0.012
0.005706,3.12,-0.004
0.005708,3.12,-0.004
0.00571,3.12,0
0.005712,3.12,-0.02
0.005714,3.2,0.004
0.005716,3.12,0
0.005718,3.2,-0.008
0.00572,3.12,-0.004
0.005722,3.12,-0.008
0.005724,3.2,0
0.005726,3.12,0
0.005728,3.2,0
0.00573,3.2,0
0.005732,3.2,-0.004
0.005734,3.2,0.004
0.005736,3.2,0.064
0.005738,3.2,0.012
0.00574,3.2,0
0.005742,3.12,0.004
0.005744,3.2,0
0.005746,3.2,0.004
0.005748,3.28,0.012
0.00575,3.2,0.008
0.005752,3.2,0.004
0.005754,3.2,0
0.005756,3.2,0.004
0.005758,3.2,0.004
0.00576,3.2,0.004
0.005762,3.28,0
0.005764,3.28,0.008
0.005766,3.2,0.004
0.005768,3.28,0
0.00577,3.2,0.008
0.005772,3.28,0.008
0.005774,3.28,0.012
0.005776,3.28,0.008
0.005778,3.28,0.008
0.00578,3.28,0.012
0.005782,3.36,0.012
0.005784,3.28,0.004
0.005786,3.28,0.008
0.005788,3.28,0.012
0.00579,3.28,0.012
0.005792,3.36,0.012
0.005794,3.36,0.004
0.005796,3.36,0.004
0.005798,3.36,0.004
0.0058,3.28,0.004
0.005802,3.28,0.008
0.005804,3.36,0
0.005806,3.36,0.008
0.005808,3.36,0.008
0.00581,3.36,0.004
0.005812,3.36,0.004
0.005814,3.36,0.004
0.005816,3.36,0.012
0.005818,3.36,0.004
0.00582,3.44,0.016
0.005822,3.36,0.008
0.005824,3.44,0.012
0.005826,3.44,0.012
0.005828,3.36,0.012
0.00583,3.44,0.012
0.005832,3.44,0.012
0.005834,3.36,0.036
0.005836,3.36,0.008
0.005838,3.44,0.02
0.00584,3.36,0.016
0.005842,3.36,0.016
0.005844,3.44,0.016
0.005846,3.44,0.012
0.005848,3.44,0.02
0.00585,3.44,0.016
0.005852,3.44,0.024
0.005854,3.44,0.024
0.005856,3.44,0.02
0.005858,3.44,0.02
0.00586,3.44,0.02
0.005862,3.52,0.028
0.005864,3.52,0.028
