23.051508	0.328386
23.705972	0.710864
24.097508	1.085539
24.363894	1.342446
24.584436	1.545481
24.778636	1.714282
24.955362	1.857699
25.119512	1.982277
25.274032	2.093223
25.420716	2.196580
25.560696	2.295815
25.694776	2.395164
25.823290	2.496894
25.946672	2.599752
26.065206	2.704632
26.179232	2.809760
26.289070	2.914820
26.395066	3.017281
26.497548	3.117835
26.596832	3.214300
26.693222	3.307636
26.786978	3.397345
26.878312	3.484464
26.967436	3.568775
27.054584	3.645216
27.139960	3.716542
27.223788	3.780952
27.306272	3.839264
27.387550	3.893410
27.467684	3.948212
27.546710	4.001417
27.624714	4.055447
27.701622	4.113324
27.777458	4.172545
27.852178	4.236236
27.925774	4.301902
27.998240	4.369392
28.069594	4.437278
28.139860	4.506143
28.209068	4.573448
28.277278	4.639502
28.344542	4.703124
28.410914	4.764320
28.476450	4.824609
28.541222	4.878704
28.605284	4.930309
28.668710	4.976702
28.731582	5.018679
28.793948	5.057948
28.855812	5.098829
28.917184	5.137183
28.978114	5.176629
29.038540	5.219806
29.098474	5.264416
29.157868	5.313027
29.216720	5.363826
29.274994	5.418034
29.332698	5.471633
29.389824	5.527664
29.446384	5.581680
29.502404	5.635144
29.557902	5.686964
29.612906	5.737021
29.667440	5.785622
29.721544	5.829423
29.775242	5.872136
29.828568	5.910805
29.881572	5.945032
29.934280	5.977382
29.986688	6.011697
30.038796	6.044314
30.090642	6.076582
30.142180	6.112524
30.193426	6.149134
30.244342	6.189842
30.294916	6.233814
30.345122	6.280673
30.394960	6.326968
30.444424	6.376538
30.493508	6.424262
30.542232	6.471373
30.590614	6.516475
30.638666	6.559744
30.686410	6.601371
30.733870	6.639318
30.781056	6.676569
30.827994	6.709364
30.874724	6.738723
30.921252	6.766591
30.967576	6.796748
31.013696	6.824802
31.059640	6.852789
31.105374	6.883721
31.150910	6.915847
31.196210	6.951964
31.241276	6.990638
31.286078	7.032577
31.330620	7.074703
31.374884	7.120241
31.418874	7.163427
31.462600	7.205818
31.506076	7.247376
31.549310	7.286035
31.592318	7.323743
31.635118	7.358394
31.677716	7.391635
31.720132	7.421669
31.762392	7.448062
31.804510	7.471444
31.846480	7.499624
31.888288	7.525133
31.929980	7.549002
31.971514	7.576310
32.012904	7.604552
32.054122	7.637460
32.095160	7.673276
32.135998	7.712079
32.176632	7.750512
32.217058	7.793195
32.257266	7.832833
32.297274	7.872482
32.337084	7.910940
32.376708	7.946559
32.416158	7.981283
32.455450	8.011814
32.494586	8.042168
32.533584	8.069021
32.572470	8.091466
32.611246	8.113617
32.649906	8.138841
32.688444	8.161677
32.726890	8.183788
32.765216	8.208593
32.803432	8.233548
32.841512	8.263870
32.879454	8.296167
32.917238	8.332695
32.954858	8.369100
32.992310	8.408074
33.029588	8.446504
33.066700	8.483912
33.103656	8.519342
33.140462	8.551809
33.177132	8.583117
33.213680	8.610406
33.250104	8.639293
33.286418	8.663117
33.322640	8.684670
33.358778	8.703437
33.394824	8.728101
33.430766	8.749005
33.466644	8.768051
33.502420	8.791114
33.538112	8.814300
33.573694	8.841089
33.609168	8.872049
33.644506	8.906256
33.679714	8.940727
33.714778	8.978544
33.749698	9.014613
33.784482	9.048887
33.819138	9.082373
33.853672	9.112405
33.888096	9.139976
33.922426	9.164506
33.956660	9.189168
33.990808	9.209641
34.024900	9.224243
34.058958	9.228578
