#Creator: wheelEventBuffer
#Creation time: Mon May 20 09:05:02 2019
#Time	Angular velocity
#[s]	[rad/s]
0.541816	0.911711
0.850882	1.252769
1.082790	1.516652
1.277984	1.742019
1.449986	1.938058
1.605872	2.112648
1.749728	2.269838
1.884360	2.409825
2.011686	2.534605
2.133058	2.649166
2.249418	2.756557
2.361442	2.857344
2.469648	2.953346
2.574440	3.046068
2.676136	3.135322
2.774970	3.225190
2.871110	3.312588
2.964738	3.400507
3.055944	3.489883
3.144822	3.582122
3.231414	3.674893
3.315860	3.769338
3.398206	3.862202
3.478626	3.952783
3.557222	4.044795
3.634104	4.132043
3.709410	4.213509
3.783320	4.289449
3.855980	4.361385
3.927474	4.428771
3.997912	4.492996
4.067376	4.553693
4.135934	4.612528
4.203624	4.669986
4.270504	4.725905
4.336582	4.783617
4.401862	4.841562
4.466352	4.901539
4.530038	4.964119
4.592912	5.029928
4.654962	5.095852
4.716214	5.164375
4.776640	5.232848
4.836300	5.299404
4.895210	5.368408
4.953394	5.433213
5.010896	5.494600
5.067774	5.552479
5.124084	5.608184
5.179844	5.660731
5.235102	5.711156
5.289886	5.758684
5.344228	5.804435
5.398146	5.848959
5.451664	5.891738
5.504786	5.936943
5.557496	5.982391
5.609800	6.031086
5.661666	6.081757
5.713096	6.136403
5.764056	6.191550
5.814576	6.248444
5.864618	6.305380
5.914230	6.359757
5.963414	6.416914
6.012168	6.472439
6.060514	6.524324
6.108494	6.571545
6.156136	6.618896
6.203444	6.662692
6.250446	6.705641
6.297160	6.745958
6.343600	6.784125
6.389784	6.820949
6.435726	6.855182
6.481426	6.894598
6.526868	6.931411
6.572060	6.971712
6.616974	7.016242
6.661598	7.064839
6.705910	7.113147
6.749932	7.162447
6.793632	7.212767
6.837048	7.260105
6.880174	7.310790
6.923014	7.358049
6.965576	7.403480
7.007892	7.445591
7.049970	7.488184
7.091818	7.526576
7.133452	7.565363
7.174884	7.600873
7.216132	7.632264
7.257208	7.663543
7.298124	7.693571
7.338872	7.726494
7.379448	7.757785
7.419844	7.795902
7.460034	7.835568
7.500024	7.878405
7.539786	7.920913
7.579342	7.966711
7.618658	8.011406
7.657772	8.052888
7.696678	8.098558
7.735370	8.142216
7.773858	8.182509
7.812164	8.220191
7.850296	8.258656
7.888256	8.293101
7.926062	8.328277
7.963714	8.359301
8.001234	8.387870
8.038624	8.416183
8.075898	8.441057
8.113052	8.470188
8.150076	8.499060
8.186970	8.531836
8.223712	8.567668
8.260292	8.608990
8.296696	8.648331
8.332940	8.690917
8.368996	8.732953
8.404892	8.770009
8.440632	8.812816
8.476202	8.853048
8.511610	8.891635
8.546876	8.924979
8.582008	8.960618
8.617004	8.993967
8.651872	9.026528
8.686624	9.054103
8.721274	9.079748
8.755826	9.105010
8.790290	9.126170
8.824664	9.153291
8.858934	9.179502
8.893104	9.209101
8.927152	9.242697
8.961074	9.280924
8.994854	9.316704
9.028506	9.357776
9.062002	9.396963
9.095372	9.431946
9.128614	9.471187
9.161724	9.507877
9.194700	9.544852
9.227560	9.576275
