#Creator: wheelEventBuffer
#Creation time: Thu Apr 11 12:22:51 2019
#Time	Angular velocity
#[s]	[rad/s]
0.759778	1.731096
0.924822	2.559926
1.047048	2.679168
1.164582	2.666751
1.282654	2.654897
1.401216	2.643815
1.520320	2.632428
1.639844	2.623065
1.759798	2.615074
1.880052	2.609036
2.000540	2.605488
2.121128	2.604235
2.241780	2.603587
2.362446	2.603501
2.483126	2.602897
2.603900	2.600441
2.724778	2.597302
2.845874	2.592073
2.967246	2.585120
3.088992	2.576301
3.211182	2.566074
3.333894	2.554597
3.457156	2.542976
3.581010	2.530196
3.705472	2.518149
3.830486	2.507137
3.956090	2.495942
4.082162	2.486696
4.208708	2.478535
4.335596	2.472410
4.462752	2.468719
4.590030	2.467090
4.717388	2.466470
4.844756	2.466587
4.972136	2.466083
5.099614	2.463569
5.227214	2.460366
5.355070	2.454868
5.483254	2.447219
5.611896	2.437573
5.741076	2.426540
5.870874	2.414530
6.001328	2.402123
6.132488	2.388535
6.264374	2.375675
6.396936	2.363450
6.530224	2.351245
6.664088	2.341153
6.798514	2.332877
6.933332	2.326830
7.068450	2.323148
7.203692	2.321843
7.339016	2.321465
7.474346	2.321362
7.609698	2.320745
7.745160	2.318313
7.880774	2.314829
8.016678	2.309247
8.152970	2.301398
8.289792	2.291327
8.427252	2.279920
8.565454	2.266923
8.704456	2.253492
8.844316	2.239133
8.985040	2.225775
9.126568	2.213106
9.268944	2.200642
9.411998	2.190332
9.555714	2.181601
9.699904	2.175136
9.844458	2.171168
9.989168	2.169848
10.133954	2.169878
10.278732	2.170118
10.423520	2.169458
10.568438	2.167004
10.713540	2.163244
10.859002	2.157184
11.004940	2.148656
11.151538	2.137865
11.298920	2.125743
11.447198	2.112109
11.596456	2.097836
11.746766	2.082483
11.898168	2.067626
12.050614	2.053436
12.204130	2.039836
12.358516	2.028666
12.513726	2.019512
12.669520	2.012629
12.825762	2.008511
12.982198	2.007074
13.138742	2.006664
13.295318	2.006407
13.451940	2.005306
13.608736	2.002622
13.765772	1.998570
13.923258	1.992057
14.081354	1.982828
14.240286	1.971208
14.400228	1.957671
14.561344	1.942588
14.723742	1.926743
14.887504	1.910178
15.052670	1.894146
15.219184	1.878718
15.387068	1.864159
15.556102	1.851939
15.726204	1.841626
15.897098	1.834143
16.068562	1.829763
16.240272	1.828527
16.412072	1.828719
16.583854	1.829145
16.755642	1.828463
16.927622	1.825807
17.099904	1.821403
17.272782	1.814083
17.446458	1.804269
17.621210	1.791940
17.797274	1.777321
17.974880	1.760903
18.154192	1.743624
18.335346	1.725088
18.518426	1.707016
18.703368	1.689810
18.890162	1.674070
19.078496	1.661041
19.268232	1.650308
19.459006	1.642302
19.650540	1.637577
19.842440	1.635820
20.034488	1.635752
20.226536	1.636025
20.418626	1.635190
20.610976	1.632132
20.803762	1.627296
20.997358	1.619294
21.192094	1.608071
21.388392	1.593601
21.586630	1.576646
21.787122	1.557789
21.990110	1.538111
22.195792	1.517121
22.404316	1.496310
22.615622	1.476743
22.829724	1.458235
