#Creator: wheelEventBuffer
#Creation time: Thu Apr 11 09:51:51 2019
#Time	Angular velocity
#[s]	[rad/s]
1.480100	0.558716
1.982098	0.785925
2.349982	0.964454
2.655114	1.122535
2.920174	1.268009
3.156810	1.403186
3.371836	1.531483
3.569788	1.653975
3.753782	1.770011
3.926436	1.877932
4.089638	1.978831
4.244830	2.074836
4.393172	2.166944
4.535534	2.251554
4.672822	2.329314
4.805788	2.399701
4.935052	2.464072
5.061084	2.523976
5.184212	2.580703
5.304670	2.637024
5.422608	2.691333
5.538184	2.746387
5.651410	2.803241
5.762362	2.861143
5.871064	2.919750
5.977622	2.977756
6.082134	3.035825
6.184724	3.091206
6.285512	3.143605
6.384742	3.190860
6.482544	3.234754
6.579028	3.277340
6.674270	3.321133
6.768220	3.366184
6.860914	3.412994
6.952376	3.457467
7.042692	3.500070
7.131924	3.542697
7.220112	3.582857
7.307302	3.623939
7.393526	3.663238
7.478830	3.703224
7.563174	3.745520
7.646570	3.789343
7.728968	3.835420
7.810390	3.881960
7.890824	3.929938
7.970276	3.979319
8.048718	4.030060
8.126218	4.079037
8.202796	4.126616
8.278490	4.173986
8.353358	4.220755
8.427426	4.263255
8.500766	4.304495
8.573440	4.342095
8.645506	4.376940
8.717008	4.411730
8.787962	4.444057
8.858388	4.477755
8.928294	4.510154
8.997710	4.542368
9.066606	4.576512
9.134996	4.611444
9.202834	4.649252
9.270134	4.687405
9.336866	4.727896
9.403034	4.768949
9.468608	4.812046
9.533638	4.851581
9.598132	4.891009
9.662098	4.930928
9.725568	4.970874
9.788544	5.006841
9.851068	5.042361
9.913176	5.075107
9.974898	5.104795
10.036274	5.133825
10.097310	5.160812
10.158014	5.189627
10.218390	5.216686
10.278460	5.244204
10.338190	5.273606
10.397598	5.304056
10.456634	5.337217
10.515318	5.369693
10.573632	5.405170
10.631562	5.441872
10.689086	5.479650
10.746240	5.515243
10.803028	5.549537
10.859456	5.584259
10.915556	5.618615
10.971314	5.649737
11.026768	5.680794
11.081930	5.710118
11.136824	5.735973
11.191472	5.762910
11.245876	5.786474
11.300048	5.812382
11.353984	5.835920
11.407712	5.860087
11.461196	5.886219
11.514450	5.913252
11.567434	5.943457
11.620162	5.973064
11.672616	6.005491
11.724794	6.037577
11.776676	6.071180
11.828298	6.102313
11.879646	6.133527
11.930730	6.165547
11.981564	6.197413
12.032138	6.226154
12.082482	6.254415
12.132608	6.280422
12.182542	6.302850
12.232298	6.326458
12.281876	6.347165
12.331278	6.370848
12.380506	6.392367
12.429568	6.415079
12.478446	6.438745
12.527150	6.463119
12.575648	6.490089
12.623952	6.517827
12.672046	6.546621
12.719926	6.577323
12.767570	6.608592
12.815012	6.637355
12.862244	6.665237
12.909274	6.693925
12.956114	6.722573
13.002754	6.748566
13.049214	6.775346
13.095502	6.799395
13.141632	6.820949
13.187620	6.842938
13.233470	6.861170
13.279186	6.882816
13.324762	6.902475
13.370212	6.923162
13.415514	6.944895
13.460678	6.968309
13.505676	6.992816
13.550520	7.018437
13.595198	7.045193
13.639708	7.072473
13.684028	7.102212
13.728186	7.128319
13.772174	7.155270
13.815992	7.183082
13.859656	7.209787
13.903158	7.233359
13.946518	7.257086
13.989742	7.278945
14.032848	7.297883
14.075836	7.318965
14.118710	7.336399
14.161470	7.357704
14.204110	7.376362
14.246652	7.394767
14.289074	7.415363
14.331382	7.436426
14.373556	7.459735
14.415604	7.483190
14.457512	7.509664
14.499278	7.535602
14.540884	7.563542
14.582360	7.588021
14.623698	7.611185
14.664900	7.636717
14.705976	7.662795
14.746914	7.685290
14.787728	7.708673
14.828428	7.729536
14.869026	7.747072
14.909530	7.766223
14.949942	7.782384
14.990260	7.801323
15.030482	7.818797
15.070620	7.837132
15.110652	7.856339
15.150596	7.875245
15.190424	7.897815
15.230146	7.920514
15.269752	7.944148
15.309238	7.969136
15.348588	7.995909
15.387828	8.018767
15.426948	8.042580
15.465946	8.066535
15.504846	8.089799
15.543632	8.109010
15.582320	8.131258
15.620908	8.151089
15.659410	8.168043
15.697834	8.185921
15.736174	8.202163
15.774432	8.220621
15.812610	8.236570
15.850718	8.252581
15.888740	8.271267
15.926682	8.289600
15.964524	8.311531
16.002276	8.332253
16.039928	8.355744
16.077476	8.379368
16.114908	8.403575
16.152250	8.424759
16.189490	8.446958
16.226628	8.469731
16.263676	8.493546
16.300620	8.512878
16.337478	8.534154
16.374250	8.552275
16.410952	8.567668
16.447586	8.584056
16.484154	8.599093
16.520650	8.616546
16.557074	8.632172
16.593440	8.647379
16.629730	8.665028
16.665952	8.682750
16.702088	8.702473
16.738146	8.722769
16.774116	8.745108
16.809996	8.767562
16.845774	8.792099
16.881466	8.813310
16.917074	8.833135
16.952592	8.854545
16.988036	8.876060
17.023394	8.894153
17.058674	8.913837
17.093880	8.933100
17.129020	8.947857
17.164100	8.964197
17.199120	8.977518
17.234082	8.994482
17.268980	9.008409
17.303828	9.023416
17.338608	9.040554
17.373328	9.057235
17.407972	9.077124
17.442546	9.096047
17.477044	9.117694
17.511464	9.138381
17.545792	9.161833
17.580052	9.180575
17.614230	9.201548
17.648332	9.222618
17.682362	9.244329
17.716316	9.260679
17.750204	9.279279
17.784028	9.296303
17.817796	9.310630
17.851516	9.325000
17.885188	9.335530
17.918826	9.344972
17.952444	9.344972
17.986084	9.337195
18.019752	9.324447
18.053486	9.304563
18.087286	9.283118
18.121174	9.258495
18.155148	9.235632
18.189208	9.213422
18.223336	9.194547
18.257554	9.169856
18.291862	9.144233
18.326256	9.121930
18.360744	9.099735
18.395318	9.073454
18.429986	9.049408
18.464754	9.022898
18.499628	8.992937
18.534622	8.964709
18.569728	8.932592
18.604952	8.905246
18.640288	8.875057
18.675750	8.845072
18.711320	8.817268
18.747010	8.789147
18.782800	8.764137
18.818700	8.738297
18.854700	8.715026
18.890800	8.691398
18.926982	8.671247
18.963268	8.646427
18.999656	8.621275
19.036140	8.598152
19.072738	8.573748
19.109442	8.545296
19.146260	8.518418
19.183202	8.490332
19.220270	8.459696
19.257476	8.429732
19.294816	8.397286
19.332296	8.367317
19.369910	8.335790
19.407674	8.304062
19.445570	8.274317
19.483610	8.244352
19.521772	8.217611
19.560062	8.191897
19.598474	8.166344
19.637004	8.142216
19.675636	8.119489
19.714400	8.091466
19.753288	8.065292
19.792296	8.040522
19.831436	8.015903
19.870696	7.987777
19.910092	7.960251
19.949634	7.930511
19.989332	7.896623
20.029202	7.864205
20.069240	7.829319
20.109448	7.797063
20.149822	7.764304
20.190378	7.730677
20.231094	7.698850
20.271988	7.667658
20.313032	7.638202
20.354238	7.610079
20.395598	7.582161
20.437104	7.556265
20.478740	7.532711
20.520530	7.504282
20.562472	7.476422
20.604568	7.448415
20.646832	7.420968
20.689254	7.389896
20.731852	7.359773
20.774630	7.328184
20.817604	7.292801
20.860790	7.257757
20.904186	7.221388
20.947796	7.186697
20.991618	7.150058
21.035674	7.113792
21.079938	7.079167
21.124426	7.045509
21.169108	7.014676
21.213996	6.982869
21.259082	6.953195
21.304360	6.924994
21.349812	6.897020
21.395468	6.866569
21.441320	6.836683
21.487366	6.807351
21.533624	6.778563
21.580086	6.744510
21.626782	6.711371
21.673716	6.676001
21.720914	6.636794
21.768392	6.598598
21.816146	6.558375
21.864188	6.521074
21.912510	6.480718
21.961140	6.441386
22.010054	6.403050
22.059266	6.365169
22.108750	6.330793
22.158512	6.295777
22.208540	6.263643
22.258826	6.232082
22.309354	6.201573
22.360158	6.167968
22.411232	6.134006
22.462588	6.099706
22.514246	6.066022
22.566194	6.029003
22.618462	5.991975
22.671068	5.952692
22.724040	5.909248
22.777402	5.866653
22.831166	5.820782
22.885342	5.777323
22.939934	5.731369
22.994972	5.686141
23.050428	5.643039
23.106318	5.600187
23.162606	5.560538
23.219312	5.520282
23.276420	5.482136
23.333928	5.444701
23.391812	5.408520
23.450114	5.370427
23.508828	5.331058
23.567970	5.292084
23.627574	5.252270
23.687638	5.208901
23.748212	5.164375
23.809328	5.117434
23.871028	5.066431
23.933358	5.015634
23.996330	4.962865
24.059970	4.911041
24.124294	4.856831
24.189348	4.803218
24.255108	4.750775
24.321606	4.699325
24.388800	4.650216
24.456716	4.601718
24.525338	4.554749
24.594666	4.509247
24.664680	4.464392
24.735442	4.416691
24.806972	4.367934
24.879294	4.319409
24.952468	4.270093
25.026508	4.217016
25.101502	4.162263
25.177534	4.103331
25.254702	4.040218
25.333116	3.975089
25.412842	3.907356
25.493964	3.839639
25.576550	3.769338
25.660700	3.699212
25.746428	3.630388
25.833796	3.562866
25.922798	3.496797
26.013514	3.430810
26.105968	3.366184
26.200206	3.302698
26.296248	3.240025
26.394236	3.174544
26.494304	3.106612
26.596616	3.036118
26.701406	2.963655
26.808890	2.885213
26.919444	2.801791
27.033474	2.712619
27.151492	2.616250
27.274076	2.514964
27.401868	2.407904
27.535664	2.295311
27.676458	2.175196
27.825486	2.049845
27.984116	1.920336
28.154164	1.786031
28.337914	1.646037
28.538828	1.497680
28.761926	1.339241
29.015838	1.164908
29.318370	0.960702
29.730278	0.682723
30.745498	0.196769
31.770664	0.570680
32.263434	0.804283
32.624866	0.974851
32.928126	1.121317
33.194174	1.257673
33.432930	1.388279
33.650286	1.513889
33.850328	1.637355
34.035804	1.759247
34.208932	1.878898
34.371476	1.994637
34.525092	2.103172
34.671146	2.205431
34.810758	2.300791
34.944852	2.390098
35.074224	2.471127
35.199570	2.544995
35.321452	2.613290
35.440356	2.674743
35.556566	2.733151
35.670388	2.789056
35.782016	2.841887
35.891602	2.891799
35.999314	2.942668
36.105118	2.995988
36.209012	3.052461
36.310974	3.109810
36.411050	3.169676
36.509202	3.231825
36.605474	3.296322
36.699852	3.361934
36.792452	3.425124
36.883378	3.486939
36.972746	3.545736
37.060650	3.603322
37.147214	3.656842
37.232572	3.705495
37.316848	3.751155
37.400174	3.791904
37.482590	3.831678
37.564168	3.870863
37.644946	3.909107
37.724944	3.944445
37.804228	3.981033
37.882766	4.019335
37.960528	4.060584
38.037488	4.102688
38.113646	4.147974
38.188950	4.195167
38.263412	4.244134
38.337002	4.294140
38.409758	4.342335
38.481706	4.391502
38.552882	4.437654
38.623316	4.483890
38.693062	4.525878
38.762186	4.564278
38.830740	4.601718
38.898788	4.634301
38.966344	4.665685
39.033458	4.697077
39.100138	4.727043
39.166396	4.754514
39.232274	4.783908
39.297732	4.814701
39.362762	4.847538
39.427336	4.881433
39.491458	4.917652
39.555090	4.955662
39.618230	4.996489
39.680840	5.038479
39.742942	5.079374
39.804544	5.121104
39.865662	5.160473
39.926316	5.199246
39.986546	5.233720
40.046392	5.265298
40.105890	5.295474
40.165078	5.322568
40.223946	5.349577
40.282526	5.376493
40.340824	5.402939
40.398838	5.426269
40.456606	5.450936
40.514106	5.476211
40.571324	5.504999
40.628232	5.534286
40.684836	5.566449
40.741100	5.599987
40.797028	5.635346
40.852594	5.671769
40.907816	5.706384
40.962696	5.743104
41.017236	5.778173
41.071446	5.812813
41.125348	5.844606
41.178968	5.873234
41.232330	5.901699
41.285470	5.924850
41.338384	5.948409
41.391096	5.971474
41.443610	5.994948
41.495916	6.015611
41.548048	6.037809
41.599982	6.060639
41.651706	6.086706
41.703206	6.112286
41.754484	6.141201
41.805506	6.172088
41.856278	6.204267
41.906774	6.238270
41.957006	6.269893
42.006982	6.303356
42.056706	6.334112
42.106180	6.365685
42.155426	6.393668
42.204464	6.419274
42.253304	6.445086
42.301976	6.467376
42.350466	6.489017
42.398800	6.510803
42.446974	6.533008
42.494992	6.550443
42.542884	6.570170
42.590626	6.590569
42.638206	6.614715
42.685608	6.638757
42.732838	6.664954
42.779872	6.693069
42.826710	6.722573
42.873334	6.752918
42.919758	6.781489
42.965978	6.812961
43.011994	6.842341
43.057808	6.872578
43.103432	6.899444
43.148888	6.923162
43.194188	6.946738
43.239362	6.965528
43.284394	6.985353
43.329304	7.004978
43.374094	7.025342
43.418750	7.042982
43.463300	7.061028
43.507732	7.080762
43.552032	7.102212
43.596192	7.124116
43.640216	7.149082
43.684072	7.175535
43.727778	7.202844
43.771302	7.232027
43.814664	7.258092
43.857862	7.287725
43.900894	7.314194
43.943766	7.341542
43.986486	7.366676
44.029066	7.389201
44.071514	7.412214
44.113852	7.431852
44.156068	7.450182
44.198182	7.469312
44.240194	7.488184
44.282102	7.502848
44.323926	7.520450
44.365652	7.538496
44.407268	7.559174
44.448764	7.579966
44.490150	7.603448
44.531398	7.627817
44.572518	7.653461
44.613492	7.680404
44.654326	7.706404
44.695020	7.734103
44.735574	7.760468
44.775988	7.786627
44.816274	7.810244
44.856446	7.830490
44.896510	7.851234
44.936492	7.867750
44.976370	7.886316
45.016158	7.904571
45.055862	7.923311
45.095468	7.938527
45.135006	7.954607
45.174456	7.971562
45.213822	7.990621
45.253096	8.005689
45.292314	8.019177
45.331474	8.025322
45.370634	8.024092
45.409808	8.015494
45.449050	7.997537
45.488384	7.978040
45.527832	7.951386
45.567404	7.925709
45.607110	7.898609
45.646958	7.869721
45.686952	7.839870
45.727118	7.806751
45.767444	7.773141
45.807950	7.738675
45.848642	7.704136
45.889510	7.667658
45.930578	7.633006
45.971832	7.598299
46.013262	7.567185
46.054862	7.534879
46.096640	7.505358
46.138574	7.477134
46.180666	7.450889
46.222900	7.425529
46.265288	7.397553
46.307826	7.373246
46.350522	7.344975
46.393374	7.317261
46.436396	7.287049
46.479608	7.254070
46.523012	7.221388
46.566632	7.186039
46.610454	7.150709
46.654498	7.114758
46.698772	7.079167
46.743268	7.039826
46.788020	7.001544
46.833012	6.963676
46.878234	6.930188
46.923674	6.895506
46.969342	6.863869
47.015212	6.833114
47.061290	6.803813
47.107558	6.775054
47.154032	6.745379
47.200700	6.717972
47.247574	6.687655
47.294652	6.659020
47.341948	6.626435
47.389484	6.591399
47.437276	6.555364
47.485358	6.515664
47.533722	6.474574
47.582392	6.435316
47.631370	6.395230
47.680650	6.352812
47.730268	6.311714
47.780206	6.270644
47.830460	6.232329
47.881016	6.193992
47.931886	6.158537
47.983034	6.124440
48.034470	6.092372
48.086164	6.061106
48.138142	6.027614
48.190398	5.996779
48.242942	5.962408
48.295784	5.928428
48.348942	5.891738
48.402446	5.852009
48.456310	5.812597
48.510580	5.768624
48.565246	5.724268
48.620346	5.679356
48.675892	5.634335
48.731888	5.585252
48.788380	5.537993
48.845348	5.491719
48.902782	5.448289
48.960668	5.404798
49.019018	5.364192
49.077796	5.324553
49.137008	5.287452
49.196628	5.251041
