#Creator: wheelEventBuffer
#Creation time: Thu Apr 11 09:51:51 2019
#Time	Angular velocity
#[s]	[rad/s]
2.606406	2.290492
2.730984	3.746414
2.814584	3.899983
2.895102	3.903375
2.975524	3.909107
3.055814	3.916905
3.135906	3.926696
3.215848	3.934269
3.295630	3.941278
3.375270	3.947320
3.454818	3.953479
3.534258	3.955669
3.613658	3.957862
3.693042	3.957364
3.772466	3.954076
3.851954	3.950993
3.931524	3.945634
4.011192	3.941476
4.090968	3.934269
4.170914	3.926206
4.250998	3.918566
4.331238	3.912222
4.411564	3.908329
4.491960	3.906579
4.572352	3.908134
4.652692	3.912807
4.732886	3.920522
4.812952	3.927875
4.892868	3.934565
4.972630	3.941674
5.052280	3.948907
5.131802	3.952484
5.211258	3.955271
5.290698	3.954674
5.370178	3.951192
5.449738	3.946824
5.529396	3.941080
5.609152	3.936932
5.689000	3.931315
5.768962	3.926991
5.848968	3.925028
5.929016	3.924538
6.009028	3.926794
6.088990	3.930528
6.168856	3.936438
6.248586	3.944445
6.328128	3.953479
6.407534	3.960656
6.486792	3.966958
6.565910	3.973380
6.644932	3.979823
6.723830	3.983759
6.802668	3.986388
6.881480	3.986287
6.960330	3.982648
7.039260	3.978613
7.118282	3.972777
7.197404	3.968361
7.276622	3.962555
7.355956	3.957862
7.435342	3.955669
7.514764	3.955371
7.594150	3.958062
7.673484	3.961555
7.752730	3.967058
7.831852	3.974285
7.910800	3.983153
7.989606	3.990743
8.068260	3.997751
8.146760	4.005294
8.225152	4.012046
8.303428	4.015020
8.381658	4.016868
8.459882	4.015841
8.538156	4.011739
8.616508	4.007849
8.694944	4.002947
8.773466	3.998871
8.852074	3.993685
8.930790	3.989020
9.009560	3.986489
9.088378	3.985377
9.167170	3.987400
9.245924	3.990743
9.324584	3.996530
9.403120	4.004273
9.481478	4.013174
9.559704	4.019952
9.637792	4.026444
9.715742	4.032957
9.793592	4.040010
9.871320	4.043754
9.948986	4.046150
10.026642	4.045733
10.104332	4.041881
10.182110	4.037310
10.259980	4.031611
10.337950	4.026960
10.416008	4.021599
10.494180	4.016868
10.572398	4.014610
10.650658	4.014097
10.728888	4.016252
10.807074	4.019746
10.885168	4.025515
10.963142	4.032853
11.040936	4.042505
11.118590	4.049905
11.196100	4.056599
11.273474	4.063105
11.350758	4.068893
11.427944	4.071530
11.505084	4.073536
11.582214	4.073325
11.659374	4.069842
11.736606	4.066260
11.813916	4.061319
11.891310	4.057228
11.968790	4.051577
12.046380	4.046984
12.124024	4.044171
12.201712	4.043442
12.279370	4.045941
12.356982	4.049488
12.434500	4.055552
12.511900	4.062895
12.589132	4.071425
12.666240	4.078084
12.743214	4.084446
12.820058	4.091468
12.896790	4.098621
12.973412	4.102046
13.049974	4.104618
13.126524	4.103975
13.203114	4.100011
13.279786	4.095628
13.356548	4.089763
13.433402	4.085615
13.510344	4.079990
13.587386	4.075967
13.664470	4.073959
13.741594	4.073114
13.818692	4.075121
13.895750	4.078507
13.972738	4.082748
14.049646	4.087635
14.126442	4.093067
14.203172	4.096376
14.279812	4.101403
14.356354	4.106872
14.432814	4.112355
14.509178	4.115480
14.585488	4.118177
14.661784	4.118069
14.738106	4.114510
14.814506	4.110311
14.890994	4.104511
14.967574	4.100225
15.044242	4.094454
15.121018	4.089870
15.197840	4.087635
15.274704	4.087103
15.351532	4.089657
15.428316	4.093067
15.505016	4.098514
15.581610	4.105262
15.658040	4.114079
15.734348	4.120986
15.810520	4.127809
15.886554	4.134871
15.962490	4.141522
16.038320	4.144581
16.114106	4.146113
16.189892	4.145238
16.265722	4.140867
16.341630	4.136941
16.417620	4.131826
16.493686	4.128134
16.569832	4.123041
16.646070	4.118933
16.722358	4.116235
16.798692	4.115156
16.875000	4.117098
16.951276	4.120230
17.027470	4.125532
17.103558	4.132804
17.179488	4.141085
17.255302	4.147427
17.330992	4.153897
17.406558	4.160058
17.482034	4.166569
17.557398	4.170330
17.632720	4.172102
17.708018	4.172323
17.783354	4.168448
17.858764	4.164359
17.934256	4.158736
18.009840	4.154337
18.085506	4.148631
18.161278	4.144253
18.237096	4.141631
18.312960	4.140867
18.388794	4.143051
18.464598	4.145566
18.540330	4.150714
18.615954	4.157856
18.691420	4.166790
18.766762	4.173876
18.841974	4.180207
18.917062	4.186669
18.992068	4.192368
19.066984	4.194719
19.141862	4.196400
19.216738	4.195615
19.291646	4.192256
19.366620	4.188902
19.441666	4.183881
19.516792	4.179984
19.591992	4.174430
19.667298	4.169776
19.742656	4.166790
19.818060	4.166126
19.893432	4.168338
19.968766	4.171991
20.044014	4.177761
20.119152	4.184884
20.194138	4.192927
20.269024	4.198867
20.343786	4.204937
20.418434	4.211363
20.492988	4.218149
20.567434	4.222003
20.641828	4.223933
20.716226	4.222344
20.790684	4.216676
20.865252	4.210347
20.939946	4.201675
21.014778	4.194719
21.089752	4.185553
21.164898	4.176539
21.240192	4.167674
21.315670	4.157966
21.391266	4.151153
21.466980	4.147317
21.542756	4.144472
21.618582	4.142395
21.694420	4.141303
21.770278	4.141303
21.846092	4.145347
21.921810	4.151921
21.997438	4.157966
22.072966	4.161160
22.148444	4.163476
22.223904	4.163366
22.299398	4.159838
22.374964	4.155876
22.450630	4.148522
22.526430	4.141194
22.602398	4.129762
22.678600	4.117098
22.755022	4.103760
22.831718	4.089444
22.908652	4.076602
22.985844	4.063105
23.063274	4.051368
23.140926	4.040530
23.218742	4.032336
23.296754	4.022835
23.374944	4.012969
23.453312	4.003661
23.531892	3.994193
23.610682	3.980832
23.689748	3.966056
23.769150	3.947915
23.848948	3.926402
23.929190	3.904637
24.009886	3.881768
24.091042	3.860399
24.172656	3.837857
24.254754	3.816132
24.337280	3.796303
24.420242	3.777678
24.503562	3.762026
24.587226	3.747665
24.671182	3.735900
24.755386	3.726151
24.839778	3.717949
24.924406	3.707681
25.009260	3.697122
25.094354	3.685931
25.179728	3.675409
25.265378	3.660847
25.351380	3.645300
25.437790	3.626616
25.524692	3.604397
25.612140	3.581387
25.700166	3.556735
25.788796	3.532976
25.878030	3.507964
25.967906	3.483382
26.058368	3.461429
26.149394	3.441257
26.240900	3.424079
26.332888	3.406481
26.425308	3.391477
26.518096	3.379656
26.611160	3.370880
26.704516	3.360423
26.798166	3.349032
26.892126	3.337362
26.986464	3.324859
27.081184	3.308960
27.176390	3.291073
27.272172	3.269631
27.368630	3.244844
27.465834	3.219901
27.563812	3.193260
27.662604	3.167247
27.762226	3.139583
27.862734	3.112583
27.964052	3.087803
28.066168	3.065148
28.168958	3.046245
28.272368	3.029326
28.376304	3.015427
28.480688	3.004009
28.585440	2.993304
28.690634	2.980808
28.796268	2.967462
28.902368	2.953735
29.008992	2.940630
29.116144	2.923772
29.223956	2.904794
29.332562	2.881613
29.442126	2.854073
29.552812	2.824005
29.664752	2.790195
29.778066	2.755396
29.892822	2.719758
30.009062	2.685948
30.126636	2.656468
30.245458	2.631414
30.365314	2.609730
30.486148	2.589808
30.607852	2.572461
30.730324	2.557800
30.853436	2.545036
30.977234	2.531093
31.101738	2.515971
31.226990	2.500074
31.353100	2.483708
31.480130	2.463453
31.608304	2.439693
31.737854	2.411564
31.869052	2.378877
32.002116	2.344087
32.137216	2.307619
32.274486	2.270659
32.414044	2.231974
32.556008	2.194432
32.700282	2.160002
32.846778	2.128768
32.995264	2.101793
33.145598	2.077333
33.297578	2.056339
33.451042	2.037957
33.605810	2.021175
33.761960	2.003516
33.919556	1.984005
34.078668	1.964355
34.239464	1.944753
34.402098	1.920242
34.567078	1.890044
34.735014	1.853578
34.906624	1.810236
35.082584	1.762781
35.263464	1.712786
35.449788	1.661533
35.642030	1.608335
35.840606	1.557017
36.045612	1.508524
36.257104	1.463125
36.474928	1.421419
36.699064	1.382366
36.929210	1.347294
37.164950	1.317738
37.405774	1.291221
37.651822	1.263694
37.903710	1.232819
38.162194	1.198761
38.428612	1.162614
38.704730	1.117384
38.993944	1.060904
39.301190	0.991984
39.633786	0.908337
40.002520	0.810294
40.426082	0.695655
40.948502	0.550546
42.709272	0.167049
43.675772	0.143169
45.677446	0.370021
46.453022	0.473267
47.076576	0.550467
47.621760	0.612069
48.119598	0.657917
48.589496	0.684765
49.046500	0.694354
49.503178	0.686288
49.971576	0.660123
50.460480	0.626939
50.980832	0.586582
51.546344	0.532842
52.180942	0.467811
52.914246	0.399222
53.776486	0.337583
54.788440	0.287020
55.898012	0.269145
57.001232	0.292240
57.989536	0.347480
58.821816	0.417831
59.520644	0.493828
60.120830	0.564651
60.651428	0.627821
61.132848	0.684192
61.579378	0.729514
62.003380	0.757803
62.415836	0.769583
62.826718	0.764303
63.245374	0.741200
63.678888	0.710061
64.135040	0.672159
64.621438	0.624912
65.147996	0.573139
65.722850	0.523030
66.345958	0.484341
67.006086	0.463457
67.681204	0.462167
68.342728	0.482513
68.967620	0.522515
69.540804	0.576304
70.064530	0.629964
70.545460	0.679919
70.991520	0.732569
71.408030	0.781044
71.802088	0.818750
72.181688	0.840924
72.554446	0.848258
72.927150	0.841217
73.306204	0.820118
73.695620	0.794089
74.099686	0.764021
74.522064	0.726968
74.967336	0.686396
75.438068	0.648829
75.931768	0.621873
76.442024	0.606886
76.959044	0.604706
77.470706	0.618911
77.964186	0.651785
78.429834	0.698107
78.863808	0.752535
79.267824	0.807296
