#Creator: wheelEventBuffer
#Creation time: Thu Apr 11 09:51:51 2019
#Time	Angular velocity
#[s]	[rad/s]
1.629898	0.334718
2.463354	0.555841
2.990678	0.671197
3.436356	0.751067
3.836618	0.826435
4.203844	0.892589
4.545516	0.950678
4.864846	1.016683
5.161324	1.105074
5.434128	1.204903
5.685122	1.307210
5.917436	1.406125
6.134318	1.498265
6.338566	1.584183
6.532072	1.667441
6.716482	1.745058
6.893204	1.815089
7.063562	1.877304
7.228602	1.932955
7.389124	1.983554
7.545716	2.030476
7.698764	2.075906
7.848592	2.119576
7.995346	2.162470
8.139178	2.206175
8.280086	2.253265
8.418036	2.301870
8.553068	2.352654
8.685196	2.403336
8.814522	2.455597
8.941100	2.508979
9.065010	2.563728
9.186342	2.615683
9.305294	2.667793
9.421920	2.720606
9.536414	2.769045
9.648996	2.813736
9.759886	2.854333
9.869282	2.890841
9.977334	2.924697
10.084186	2.956292
10.189886	2.987895
10.294512	3.018556
10.398062	3.049439
10.500554	3.080476
10.601976	3.114744
10.702268	3.149719
10.801408	3.188528
10.899318	3.228504
10.995980	3.271266
11.091390	3.314546
11.185568	3.358771
11.278546	3.399330
11.370442	3.439072
11.461252	3.479909
11.551066	3.517076
11.639952	3.552632
11.727990	3.585638
11.815264	3.615181
11.901840	3.642511
11.987800	3.667429
12.073174	3.691909
12.158004	3.716014
12.242264	3.740526
12.325972	3.765002
12.409096	3.793553
12.491588	3.822633
12.573430	3.855283
12.654566	3.888302
12.734992	3.923558
12.814698	3.959359
12.893684	3.996836
12.971952	4.030887
13.049572	4.064892
13.126526	4.099904
13.202874	4.130522
13.278666	4.160168
13.353946	4.187562
13.428762	4.212154
13.503138	4.235208
13.577130	4.256901
13.650742	4.278234
13.724004	4.299193
13.796894	4.320716
13.869424	4.341495
13.941584	4.365627
14.013336	4.390643
14.084660	4.419052
14.155514	4.448462
14.225886	4.479415
14.295776	4.510542
14.365188	4.543025
14.434118	4.572116
14.502612	4.601718
14.570642	4.633754
14.638248	4.660978
14.705458	4.687825
14.772310	4.712436
14.838832	4.734023
14.905054	4.753795
14.971018	4.771991
15.036718	4.790328
15.102182	4.808806
15.167380	4.828168
15.232316	4.846940
15.296984	4.869176
15.361354	4.891161
15.425424	4.916420
15.489150	4.942253
15.552532	4.970403
15.615558	4.998556
15.678228	5.028801
15.740536	5.055018
15.802526	5.081510
15.864174	5.110109
15.925514	5.133657
15.986572	5.157084
16.047366	5.179702
16.107908	5.199419
16.168218	5.218246
16.228330	5.234766
16.288242	5.251743
16.347974	5.268477
16.407502	5.286207
16.466838	5.302087
16.525978	5.322388
16.584888	5.342481
16.643568	5.365841
16.701980	5.390331
16.760118	5.415792
16.817996	5.440553
16.875600	5.468204
16.932924	5.491911
16.990002	5.516986
17.046804	5.543857
17.103364	5.566055
17.159698	5.587636
17.215826	5.607784
17.271768	5.625255
17.327530	5.641823
17.383144	5.656654
17.438598	5.672383
17.493914	5.687994
17.549064	5.704519
17.604060	5.719474
17.658898	5.738278
17.713560	5.755730
17.768042	5.777535
17.822308	5.800149
17.876356	5.824236
17.930184	5.848305
17.983790	5.874332
18.037172	5.895719
18.090358	5.917931
18.143334	5.942333
18.196114	5.962634
18.248714	5.982619
18.301142	6.002967
18.353412	6.019069
18.405532	6.035257
18.457530	6.048969
18.509402	6.062978
18.561164	6.077052
18.612792	6.092136
18.664300	6.106108
18.715674	6.123724
18.766904	6.140481
18.817984	6.161194
18.868884	6.182047
18.919608	6.204022
18.970154	6.226401
19.020518	6.250931
19.070690	6.271395
19.120702	6.292750
19.170528	6.317045
19.220190	6.335389
19.269708	6.353583
19.319092	6.370848
19.368348	6.386130
19.417480	6.401224
19.466512	6.414293
19.515430	6.428469
19.564256	6.441914
19.612968	6.455946
19.661582	6.468441
19.710088	6.484998
19.758470	6.500295
19.806730	6.520533
19.854832	6.540352
19.902784	6.562210
19.950582	6.582836
19.998230	6.605535
20.045722	6.624199
20.093080	6.643249
20.140286	6.666368
20.187350	6.684240
20.234286	6.702493
20.281102	6.719984
20.327806	6.734678
20.374406	6.747697
20.420924	6.759893
20.467354	6.771258
20.513708	6.784711
20.559966	6.798218
20.606134	6.810303
20.652210	6.826285
20.698180	6.840852
20.744048	6.859073
20.789786	6.877392
20.835394	6.897626
20.880874	6.917674
20.926218	6.940292
20.971424	6.958740
21.016512	6.976666
21.061470	6.998736
21.106310	7.014362
21.151046	7.030059
21.195686	7.047090
21.240226	7.060711
21.284674	7.074066
21.329052	7.085553
21.373346	7.097720
21.417576	7.109606
21.461726	7.121855
21.505798	7.133498
21.549794	7.148431
21.593696	7.162121
21.637508	7.180455
21.681202	7.198223
21.724786	7.217406
21.768258	7.236025
21.811618	7.256081
21.854860	7.273552
21.898000	7.291447
21.941022	7.312832
21.983936	7.328526
22.026760	7.344288
22.069494	7.359428
22.112148	7.372554
22.154724	7.384338
22.197240	7.394767
22.239686	7.406272
22.282074	7.418164
22.324388	7.430446
22.366636	7.441006
22.408816	7.455486
22.450914	7.468247
22.492938	7.484972
22.534858	7.502132
22.576678	7.521170
22.618396	7.539943
22.660010	7.560629
22.701516	7.576675
22.742934	7.593524
22.784252	7.613398
22.825480	7.627076
22.866626	7.642662
22.907696	7.657938
22.948688	7.670653
22.989610	7.683034
23.030480	7.692064
23.071304	7.697718
23.112120	7.699605
23.152932	7.696209
23.193786	7.684914
23.234706	7.671028
23.275716	7.650479
23.316838	7.630781
23.358066	7.608604
23.399410	7.588021
23.440868	7.566821
23.482440	7.549365
23.524112	7.527297
23.565906	7.506434
23.607806	7.488898
23.649828	7.464343
23.691982	7.440653
23.734276	7.416413
23.776716	7.390244
23.819302	7.362878
23.862052	7.335028
23.904960	7.307049
23.948042	7.279282
23.991278	7.252395
24.034682	7.223048
24.078252	7.197894
24.121976	7.171931
24.165848	7.149733
24.209854	7.127995
24.253988	7.107997
24.298250	7.086832
24.342644	7.068336
24.387166	7.044246
24.431834	7.021574
24.476638	7.002168
24.521582	6.977906
24.566680	6.954119
24.611942	6.929882
24.657370	6.902172
24.702980	6.873480
24.748790	6.842938
24.794798	6.812370
24.841018	6.782953
24.887432	6.754370
24.934046	6.723724
24.980866	6.697064
25.027866	6.670048
25.075058	6.645498
25.122414	6.621686
25.169936	6.598876
25.217622	6.577048
25.265468	6.556732
25.313466	6.533008
25.361644	6.509184
25.409984	6.488213
25.458508	6.461523
25.507230	6.434525
25.556160	6.407491
25.605314	6.377056
25.654688	6.347421
25.704314	6.314759
25.754182	6.283688
25.804314	6.251179
25.854694	6.220237
25.905332	6.187161
25.956230	6.157812
26.007368	6.128024
26.058744	6.102550
26.110330	6.076817
26.162128	6.052699
26.214138	6.027846
26.266362	6.005262
26.318788	5.978520
26.371454	5.952692
26.424328	5.929771
26.477436	5.901921
26.530794	5.873892
26.584418	5.844606
26.638330	5.811737
26.692540	5.777960
26.747084	5.742264
26.801958	5.707213
26.857180	5.671973
26.912738	5.637368
26.968638	5.601984
27.024880	5.570002
27.081446	5.537212
27.138336	5.507894
27.195518	5.479458
27.252990	5.452450
27.310748	5.425707
27.368792	5.400895
27.427112	5.372264
27.485754	5.343026
27.544698	5.316263
27.603974	5.284073
27.663612	5.252094
27.723624	5.218939
27.784040	5.182778
27.844874	5.144923
27.906180	5.105292
27.967950	5.065778
28.030222	5.025744
28.092980	4.985864
28.156246	4.945365
28.220010	4.908432
28.284254	4.871290
28.348976	4.837387
28.414144	4.803805
28.479758	4.771701
28.545822	4.738879
28.612336	4.708904
28.679288	4.675546
28.746724	4.642245
28.814626	4.610903
28.883032	4.575313
28.951984	4.537644
29.021534	4.498271
29.091724	4.455022
29.162602	4.409872
29.234228	4.363202
29.306612	4.316916
29.379800	4.269745
29.453788	4.222457
29.528610	4.175207
29.604262	4.130414
29.680734	4.085721
29.758026	4.044171
29.836096	4.003559
29.914938	3.965456
29.994544	3.927285
30.074928	3.890903
30.156094	3.850463
30.238136	3.809192
30.321046	3.769067
30.404904	3.724826
30.489784	3.678680
30.575780	3.629801
30.662988	3.576983
30.751516	3.521412
30.841496	3.463184
30.933000	3.403823
31.026160	3.343045
31.121020	3.281585
31.217666	3.220033
31.316140	3.161447
31.416432	3.103727
31.518586	3.048433
31.622580	2.993704
31.728460	2.940795
31.836264	2.888396
31.946052	2.836448
32.057924	2.781253
32.172098	2.723956
32.288696	2.666072
32.407994	2.603458
32.530322	2.535956
32.656120	2.462642
32.785928	2.382485
32.920326	2.296553
33.060028	2.205896
33.205750	2.110690
33.358452	2.010645
33.519144	1.905890
33.689106	1.797620
33.869776	1.687685
34.062830	1.575112
34.270616	1.459197
34.496200	1.337702
34.744032	1.211371
35.021236	1.074887
35.341476	0.918326
35.739690	0.720245
36.886104	0.251988
37.574738	0.227247
38.827222	0.562955
39.337292	0.716774
39.748272	0.835708
40.105184	0.939050
40.424666	1.037336
40.714942	1.136142
40.981150	1.232858
41.227190	1.328077
41.455980	1.424216
41.669654	1.522517
41.869912	1.621116
42.058508	1.717524
42.236992	1.808506
42.406922	1.894306
42.569506	1.974727
42.725872	2.048375
42.876976	2.114070
43.023676	2.172309
43.166698	2.223884
43.306614	2.268134
43.443860	2.311524
43.578612	2.352337
43.711150	2.389698
43.841578	2.428040
43.969910	2.467672
44.096126	2.510302
44.220182	2.555179
44.341978	2.603501
44.461472	2.654807
44.578596	2.710185
44.693326	2.766753
44.805748	2.824208
44.915906	2.880557
45.023984	2.934806
45.130124	2.986134
45.234536	3.033772
45.337418	3.075651
45.438956	3.113756
45.539324	3.147888
45.638652	3.177820
45.737054	3.208260
45.834528	3.237954
45.931184	3.263992
46.027038	3.290866
46.122092	3.318607
46.216318	3.348960
46.309674	3.381620
46.402076	3.417821
46.493486	3.455641
46.583842	3.497810
46.673122	3.539982
46.761342	3.583348
46.848490	3.626449
46.934630	3.668713
47.019794	3.709345
47.104070	3.747754
47.187540	3.781589
47.270286	3.812612
47.352396	3.840672
47.433952	3.863627
47.515022	3.887340
47.595598	3.910372
47.675742	3.930528
47.755446	3.952683
47.834698	3.974586
47.913488	3.999176
47.991796	4.025000
48.069554	4.054819
48.146728	4.086253
48.223274	4.121635
48.299162	4.157636
48.374406	4.194271
48.448988	4.230076
48.522954	4.265223
48.596328	4.298252
48.669162	4.329767
48.741504	4.357151
48.813394	4.383169
48.884876	4.407644
48.955994	4.427148
