#Creator: wheelEventBuffer
#Creation time: Thu Apr 11 09:51:51 2019
#Time	Angular velocity
#[s]	[rad/s]
3.451786	0.213978
4.781350	0.289728
5.792888	0.345432
6.666032	0.381349
7.464868	0.408006
8.208526	0.436920
8.895148	0.477918
9.518262	0.533379
10.075668	0.599250
10.572520	0.672634
11.015800	0.751523
11.412478	0.839670
11.768902	0.932987
12.091948	1.022115
12.388810	1.102553
12.665512	1.174699
12.926454	1.238613
13.175248	1.292145
13.414834	1.334406
13.647636	1.367479
13.875554	1.391921
14.099932	1.409102
14.321618	1.425845
14.540970	1.439460
14.758502	1.449743
14.974350	1.460730
15.188246	1.475272
15.399590	1.496367
15.607672	1.522665
15.811844	1.554213
16.011594	1.590503
16.206416	1.634186
16.395894	1.682263
16.580016	1.732146
16.758966	1.780524
16.933220	1.827060
17.103256	1.869996
17.269720	1.907232
17.433274	1.936935
17.594596	1.959772
17.754292	1.976416
17.912826	1.987268
18.070524	1.997605
18.227436	2.006741
18.383762	2.013403
18.539490	2.020889
18.694536	2.030449
18.848650	2.045148
19.001536	2.064148
19.152798	2.088464
19.302152	2.117575
19.449286	2.152277
19.594028	2.188867
19.736386	2.225996
19.876404	2.261961
20.014276	2.296452
20.150160	2.328209
20.284322	2.356678
20.417020	2.380211
20.548516	2.399188
20.679124	2.413157
20.809072	2.421975
20.938584	2.430369
21.067684	2.436552
21.196544	2.440261
21.325124	2.445619
21.453344	2.453717
21.581038	2.465657
21.708068	2.480335
21.834214	2.499437
21.959318	2.522314
22.083170	2.549911
22.205636	2.580109
22.326676	2.611986
22.446222	2.643815
22.564398	2.674060
22.681284	2.701887
22.797080	2.726083
22.911960	2.744804
23.026136	2.759414
23.139798	2.769778
23.253082	2.776190
23.366098	2.783866
23.478818	2.790344
23.591356	2.793868
23.703706	2.798148
23.815844	2.803992
23.927666	2.813736
24.039064	2.826393
24.149864	2.843431
24.259948	2.863334
24.369192	2.887546
24.477498	2.913522
24.584850	2.940135
24.691220	2.966621
24.796660	2.992962
24.901198	3.017571
25.004950	3.039937
25.108024	3.057452
25.210558	3.071321
25.312698	3.081443
25.414566	3.086529
25.516272	3.091814
25.617804	3.096385
25.719246	3.098340
25.820570	3.102317
25.921736	3.107473
26.022690	3.115423
26.123362	3.125714
26.223628	3.140085
26.323396	3.156682
26.422566	3.178270
26.521036	3.202047
26.618786	3.226713
26.715782	3.250820
26.812086	3.274266
26.907726	3.295354
27.002816	3.313846
27.097430	3.328240
27.191672	3.339562
27.285626	3.348889
27.379370	3.353393
27.472984	3.358843
27.566456	3.363301
27.659860	3.364454
27.753188	3.367483
27.846422	3.370880
27.939508	3.377911
28.032378	3.387527
28.124932	3.400507
28.217100	3.415666
28.308810	3.434936
28.399992	3.455337
28.490632	3.477444
28.580682	3.499446
28.670182	3.521412
28.759140	3.541658
28.847638	3.559717
28.935740	3.573321
29.023534	3.584165
29.111110	3.591377
29.198548	3.594335
29.285912	3.598040
29.373178	3.601753
29.460400	3.602827
29.547562	3.605473
29.634652	3.608454
29.721626	3.614433
29.808450	3.622518
29.895020	3.634420
29.981284	3.648518
30.067162	3.667257
30.152598	3.686450
30.237600	3.706544
30.322126	3.726151
30.406232	3.745163
30.489916	3.762747
30.573250	3.778314
30.656274	3.790898
30.739040	3.801080
30.821616	3.808822
30.904066	3.811780
30.986452	3.815113
31.068764	3.818173
31.151058	3.817802
31.233326	3.819287
31.315546	3.821703
31.397676	3.827476
31.479680	3.834858
31.561474	3.845938
31.643022	3.858502
31.724256	3.875256
31.805134	3.892928
31.885640	3.912417
31.965734	3.931906
32.045446	3.950894
32.124788	3.968160
32.203820	3.983456
32.282592	3.994295
32.361170	4.002539
32.439608	4.008667
32.517960	4.009895
32.596276	4.013481
32.674516	4.016868
32.752734	4.017176
32.830918	4.018821
32.909060	4.021084
32.987130	4.026031
33.065098	4.032750
33.142888	4.043650
33.220456	4.055866
33.297748	4.072586
33.374730	4.089018
33.451402	4.106764
33.527730	4.124232
33.603748	4.141740
33.679448	4.158076
33.754878	4.172878
33.830078	4.183770
33.905092	4.192815
33.979968	4.199541
34.054760	4.201113
34.129518	4.203924
34.204226	4.206288
34.278924	4.206063
34.353598	4.207753
